"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"    Median (dollars)","122,700","±1,463","(X)","(X)","238,300","±5,520","(X)","(X)","153,800","±1,459","(X)","(X)","106,300","±1,643","(X)","(X)","355,600","±1,577","(X)","(X)","233,700","±1,795","(X)","(X)","278,700","±2,580","(X)","(X)","236,900","±3,594","(X)","(X)","422,400","±15,805","(X)","(X)","151,000","±1,036","(X)","(X)","147,100","±1,456","(X)","(X)","487,400","±9,301","(X)","(X)","158,800","±1,970","(X)","(X)","178,500","±1,487","(X)","(X)","122,400","±1,052","(X)","(X)","123,400","±1,181","(X)","(X)","128,300","±1,995","(X)","(X)","120,600","±1,171","(X)","(X)","139,400","±1,806","(X)","(X)","171,600","±1,802","(X)","(X)","287,100","±2,120","(X)","(X)","326,300","±2,004","(X)","(X)","118,100","±795","(X)","(X)","183,500","±1,359","(X)","(X)","99,900","±1,870","(X)","(X)","136,900","±1,372","(X)","(X)","184,100","±3,685","(X)","(X)","127,400","±1,531","(X)","(X)","158,000","±2,406","(X)","(X)","237,500","±3,100","(X)","(X)","324,900","±1,581","(X)","(X)","159,000","±2,344","(X)","(X)","285,300","±2,548","(X)","(X)","153,700","±1,297","(X)","(X)","128,600","±3,445","(X)","(X)","129,600","±735","(X)","(X)","112,600","±1,269","(X)","(X)","232,900","±2,089","(X)","(X)","164,800","±766","(X)","(X)","245,500","±3,572","(X)","(X)","136,000","±1,981","(X)","(X)","131,400","±3,154","(X)","(X)","138,300","±1,223","(X)","(X)","127,700","±830","(X)","(X)","207,500","±2,515","(X)","(X)","213,700","±3,759","(X)","(X)","243,100","±1,721","(X)","(X)","256,300","±2,391","(X)","(X)","99,300","±1,727","(X)","(X)","166,700","±863","(X)","(X)","179,900","±4,272","(X)","(X)","120,300","±1,010","(X)","(X)"
"MORTGAGE STATUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Owner-occupied units","1,289,217","±12,212","1,289,217","(X)","162,312","±3,867","162,312","(X)","1,501,528","±15,067","1,501,528","(X)","750,984","±9,249","750,984","(X)","6,843,369","±25,886","6,843,369","(X)","1,271,804","±10,881","1,271,804","(X)","911,059","±6,941","911,059","(X)","238,560","±4,816","238,560","(X)","110,625","±3,425","110,625","(X)","4,741,169","±31,771","4,741,169","(X)","2,256,703","±18,001","2,256,703","(X)","254,700","±5,244","254,700","(X)","398,816","±6,649","398,816","(X)","3,190,282","±18,062","3,190,282","(X)","1,720,062","±14,287","1,720,062","(X)","880,368","±8,898","880,368","(X)","747,079","±8,180","747,079","(X)","1,151,479","±11,521","1,151,479","(X)","1,130,694","±10,222","1,130,694","(X)","391,697","±5,080","391,697","(X)","1,437,447","±9,760","1,437,447","(X)","1,573,279","±12,931","1,573,279","(X)","2,706,280","±14,314","2,706,280","(X)","1,525,449","±9,656","1,525,449","(X)","754,663","±8,918","754,663","(X)","1,593,031","±12,451","1,593,031","(X)","274,570","±4,597","274,570","(X)","484,308","±5,955","484,308","(X)","552,991","±9,890","552,991","(X)","369,070","±5,978","369,070","(X)","2,060,480","±13,626","2,060,480","(X)","523,004","±7,065","523,004","(X)","3,851,687","±18,573","3,851,687","(X)","2,449,902","±20,860","2,449,902","(X)","186,254","±3,477","186,254","(X)","3,039,713","±16,684","3,039,713","(X)","966,998","±7,973","966,998","(X)","922,012","±11,388","922,012","(X)","3,431,023","±18,207","3,431,023","(X)","249,754","±5,701","249,754","(X)","1,223,474","±12,626","1,223,474","(X)","221,382","±3,961","221,382","(X)","1,660,076","±14,005","1,660,076","(X)","5,568,300","±32,153","5,568,300","(X)","613,499","±6,550","613,499","(X)","183,452","±2,866","183,452","(X)","2,013,595","±16,957","2,013,595","(X)","1,653,712","±13,459","1,653,712","(X)","531,392","±6,308","531,392","(X)","1,543,908","±11,604","1,543,908","(X)","157,223","±3,270","157,223","(X)","876,741","±9,559","876,741","(X)"
"    Housing units with a mortgage","769,984","±10,852","59.7%","±0.7","105,715","±4,095","65.1%","±1.6","1,032,658","±16,346","68.8%","±0.7","441,581","±7,763","58.8%","±0.8","5,102,167","±26,938","74.6%","±0.3","954,994","±11,508","75.1%","±0.5","644,372","±7,533","70.7%","±0.6","166,538","±4,740","69.8%","±1.3","87,297","±3,574","78.9%","±1.7","2,975,808","±26,290","62.8%","±0.3","1,565,587","±17,156","69.4%","±0.5","172,002","±5,256","67.5%","±1.3","268,395","±6,015","67.3%","±1.0","2,170,602","±16,316","68.0%","±0.3","1,184,826","±12,589","68.9%","±0.4","547,912","±7,680","62.2%","±0.6","472,920","±7,447","63.3%","±0.7","696,506","±10,453","60.5%","±0.6","618,525","±9,452","54.7%","±0.7","254,013","±5,110","64.8%","±0.9","1,093,872","±10,296","76.1%","±0.5","1,132,340","±11,701","72.0%","±0.5","1,750,985","±14,733","64.7%","±0.4","1,065,984","±9,518","69.9%","±0.4","409,463","±9,142","54.3%","±0.9","1,042,163","±10,082","65.4%","±0.4","159,673","±5,383","58.2%","±1.3","305,164","±5,726","63.0%","±0.8","407,138","±10,472","73.6%","±1.1","259,962","±6,138","70.4%","±1.1","1,447,682","±13,951","70.3%","±0.5","310,502","±6,505","59.4%","±1.0","2,464,911","±17,189","64.0%","±0.3","1,647,194","±19,549","67.2%","±0.5","102,589","±2,984","55.1%","±1.3","2,041,379","±15,602","67.2%","±0.3","569,832","±7,963","58.9%","±0.6","633,548","±10,107","68.7%","±0.7","2,142,717","±15,324","62.5%","±0.3","177,698","±5,450","71.1%","±1.2","759,498","±11,761","62.1%","±0.6","130,058","±3,941","58.7%","±1.4","1,028,144","±13,392","61.9%","±0.6","3,425,023","±26,983","61.5%","±0.3","448,161","±6,682","73.0%","±0.7","122,457","±2,800","66.8%","±1.2","1,438,099","±16,038","71.4%","±0.5","1,185,543","±13,488","71.7%","±0.5","262,304","±6,792","49.4%","±1.0","1,032,279","±10,841","66.9%","±0.4","96,851","±3,212","61.6%","±1.4","343,107","±8,848","39.1%","±0.9"
"    Housing units without a mortgage","519,233","±10,290","40.3%","±0.7","56,597","±2,674","34.9%","±1.6","468,870","±10,367","31.2%","±0.7","309,403","±7,087","41.2%","±0.8","1,741,202","±18,648","25.4%","±0.3","316,810","±6,526","24.9%","±0.5","266,687","±5,457","29.3%","±0.6","72,022","±3,318","30.2%","±1.3","23,328","±1,822","21.1%","±1.7","1,765,361","±19,804","37.2%","±0.3","691,116","±12,765","30.6%","±0.5","82,698","±3,364","32.5%","±1.3","130,421","±4,691","32.7%","±1.0","1,019,680","±10,859","32.0%","±0.3","535,236","±8,785","31.1%","±0.4","332,456","±5,794","37.8%","±0.6","274,159","±6,002","36.7%","±0.7","454,973","±8,287","39.5%","±0.6","512,169","±8,821","45.3%","±0.7","137,684","±3,811","35.2%","±0.9","343,575","±7,983","23.9%","±0.5","440,939","±8,213","28.0%","±0.5","955,295","±10,627","35.3%","±0.4","459,465","±6,015","30.1%","±0.4","345,200","±6,947","45.7%","±0.9","550,868","±8,039","34.6%","±0.4","114,897","±3,386","41.8%","±1.3","179,144","±4,080","37.0%","±0.8","145,853","±5,869","26.4%","±1.1","109,108","±4,359","29.6%","±1.1","612,798","±10,373","29.7%","±0.5","212,502","±5,774","40.6%","±1.0","1,386,776","±12,786","36.0%","±0.3","802,708","±14,103","32.8%","±0.5","83,665","±2,921","44.9%","±1.3","998,334","±10,894","32.8%","±0.3","397,166","±6,322","41.1%","±0.6","288,464","±7,559","31.3%","±0.7","1,288,306","±11,488","37.5%","±0.3","72,056","±3,128","28.9%","±1.2","463,976","±8,631","37.9%","±0.6","91,324","±3,514","41.3%","±1.4","631,932","±10,653","38.1%","±0.6","2,143,277","±21,112","38.5%","±0.3","165,338","±4,687","27.0%","±0.7","60,995","±2,511","33.2%","±1.2","575,496","±9,834","28.6%","±0.5","468,169","±8,039","28.3%","±0.5","269,088","±5,106","50.6%","±1.0","511,629","±6,661","33.1%","±0.4","60,372","±2,344","38.4%","±1.4","533,634","±8,759","60.9%","±0.9"
"SELECTED MONTHLY OWNER COSTS (SMOC)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Housing units with a mortgage","769,984","±10,852","769,984","(X)","105,715","±4,095","105,715","(X)","1,032,658","±16,346","1,032,658","(X)","441,581","±7,763","441,581","(X)","5,102,167","±26,938","5,102,167","(X)","954,994","±11,508","954,994","(X)","644,372","±7,533","644,372","(X)","166,538","±4,740","166,538","(X)","87,297","±3,574","87,297","(X)","2,975,808","±26,290","2,975,808","(X)","1,565,587","±17,156","1,565,587","(X)","172,002","±5,256","172,002","(X)","268,395","±6,015","268,395","(X)","2,170,602","±16,316","2,170,602","(X)","1,184,826","±12,589","1,184,826","(X)","547,912","±7,680","547,912","(X)","472,920","±7,447","472,920","(X)","696,506","±10,453","696,506","(X)","618,525","±9,452","618,525","(X)","254,013","±5,110","254,013","(X)","1,093,872","±10,296","1,093,872","(X)","1,132,340","±11,701","1,132,340","(X)","1,750,985","±14,733","1,750,985","(X)","1,065,984","±9,518","1,065,984","(X)","409,463","±9,142","409,463","(X)","1,042,163","±10,082","1,042,163","(X)","159,673","±5,383","159,673","(X)","305,164","±5,726","305,164","(X)","407,138","±10,472","407,138","(X)","259,962","±6,138","259,962","(X)","1,447,682","±13,951","1,447,682","(X)","310,502","±6,505","310,502","(X)","2,464,911","±17,189","2,464,911","(X)","1,647,194","±19,549","1,647,194","(X)","102,589","±2,984","102,589","(X)","2,041,379","±15,602","2,041,379","(X)","569,832","±7,963","569,832","(X)","633,548","±10,107","633,548","(X)","2,142,717","±15,324","2,142,717","(X)","177,698","±5,450","177,698","(X)","759,498","±11,761","759,498","(X)","130,058","±3,941","130,058","(X)","1,028,144","±13,392","1,028,144","(X)","3,425,023","±26,983","3,425,023","(X)","448,161","±6,682","448,161","(X)","122,457","±2,800","122,457","(X)","1,438,099","±16,038","1,438,099","(X)","1,185,543","±13,488","1,185,543","(X)","262,304","±6,792","262,304","(X)","1,032,279","±10,841","1,032,279","(X)","96,851","±3,212","96,851","(X)","343,107","±8,848","343,107","(X)"
"    Less than $300","1,502","±713","0.2%","±0.1","366","±338","0.3%","±0.3","2,986","±890","0.3%","±0.1","1,071","±535","0.2%","±0.1","6,357","±1,261","0.1%","±0.1","1,674","±569","0.2%","±0.1","332","±384","0.1%","±0.1","80","±100","0.0%","±0.1","294","±208","0.3%","±0.2","4,110","±1,167","0.1%","±0.1","2,652","±901","0.2%","±0.1","140","±169","0.1%","±0.1","1,579","±619","0.6%","±0.2","2,647","±660","0.1%","±0.1","4,013","±966","0.3%","±0.1","1,288","±511","0.2%","±0.1","591","±258","0.1%","±0.1","2,277","±630","0.3%","±0.1","1,686","±515","0.3%","±0.1","876","±465","0.3%","±0.2","776","±416","0.1%","±0.1","345","±221","0.0%","±0.1","4,280","±737","0.2%","±0.1","1,450","±389","0.1%","±0.1","1,898","±602","0.5%","±0.1","2,348","±581","0.2%","±0.1","406","±263","0.3%","±0.2","724","±533","0.2%","±0.2","1,059","±566","0.3%","±0.1","140","±149","0.1%","±0.1","209","±196","0.0%","±0.1","448","±249","0.1%","±0.1","4,851","±1,522","0.2%","±0.1","5,266","±1,460","0.3%","±0.1","195","±132","0.2%","±0.1","5,014","±805","0.2%","±0.1","1,396","±479","0.2%","±0.1","1,150","±554","0.2%","±0.1","2,750","±691","0.1%","±0.1","212","±203","0.1%","±0.1","2,228","±835","0.3%","±0.1","511","±247","0.4%","±0.2","3,030","±854","0.3%","±0.1","5,385","±1,258","0.2%","±0.1","1,315","±447","0.3%","±0.1","73","±78","0.1%","±0.1","2,197","±673","0.2%","±0.1","3,451","±1,100","0.3%","±0.1","2,128","±636","0.8%","±0.2","798","±320","0.1%","±0.1","145","±138","0.1%","±0.1","5,758","±1,058","1.7%","±0.3"
"    $300 to $499","23,212","±2,280","3.0%","±0.3","1,024","±322","1.0%","±0.3","19,525","±2,658","1.9%","±0.3","19,569","±2,001","4.4%","±0.4","37,944","±3,022","0.7%","±0.1","10,354","±1,365","1.1%","±0.1","1,995","±694","0.3%","±0.1","2,541","±823","1.5%","±0.5","670","±289","0.8%","±0.3","48,720","±3,820","1.6%","±0.1","26,367","±2,663","1.7%","±0.2","1,208","±397","0.7%","±0.2","7,938","±1,259","3.0%","±0.5","28,836","±2,101","1.3%","±0.1","41,155","±2,810","3.5%","±0.2","16,111","±1,487","2.9%","±0.3","11,851","±1,786","2.5%","±0.4","30,911","±2,863","4.4%","±0.4","20,305","±2,334","3.3%","±0.4","7,034","±1,008","2.8%","±0.4","7,581","±1,186","0.7%","±0.1","4,242","±915","0.4%","±0.1","37,666","±2,444","2.2%","±0.1","15,281","±1,396","1.4%","±0.1","17,615","±2,077","4.3%","±0.5","30,863","±2,341","3.0%","±0.2","3,153","±746","2.0%","±0.5","6,319","±918","2.1%","±0.3","3,618","±866","0.9%","±0.2","1,111","±419","0.4%","±0.2","3,015","±821","0.2%","±0.1","10,176","±1,430","3.3%","±0.5","25,231","±2,206","1.0%","±0.1","42,905","±3,371","2.6%","±0.2","3,502","±680","3.4%","±0.7","51,493","±2,803","2.5%","±0.1","18,107","±1,616","3.2%","±0.3","9,631","±1,290","1.5%","±0.2","39,736","±2,476","1.9%","±0.1","1,417","±771","0.8%","±0.4","23,649","±2,744","3.1%","±0.4","4,534","±836","3.5%","±0.6","28,505","±2,875","2.8%","±0.3","44,992","±3,334","1.3%","±0.1","7,930","±1,202","1.8%","±0.3","1,308","±416","1.1%","±0.3","20,847","±2,326","1.4%","±0.2","12,209","±1,498","1.0%","±0.1","17,603","±1,783","6.7%","±0.6","11,086","±1,139","1.1%","±0.1","1,293","±506","1.3%","±0.5","32,250","±2,529","9.4%","±0.7"
"    $500 to $699","81,302","±4,666","10.6%","±0.6","2,131","±534","2.0%","±0.5","54,392","±4,777","5.3%","±0.5","71,406","±3,929","16.2%","±0.8","88,791","±4,197","1.7%","±0.1","32,211","±2,674","3.4%","±0.3","6,106","±1,176","0.9%","±0.2","5,372","±1,151","3.2%","±0.7","973","±474","1.1%","±0.5","148,710","±6,534","5.0%","±0.2","81,761","±5,336","5.2%","±0.3","3,294","±780","1.9%","±0.4","20,410","±2,320","7.6%","±0.9","88,226","±3,826","4.1%","±0.2","122,449","±4,793","10.3%","±0.4","54,456","±2,951","9.9%","±0.5","35,003","±2,467","7.4%","±0.5","80,859","±4,537","11.6%","±0.6","67,094","±3,654","10.8%","±0.6","21,193","±2,013","8.3%","±0.8","21,039","±2,296","1.9%","±0.2","16,435","±1,694","1.5%","±0.1","118,899","±4,301","6.8%","±0.2","46,213","±2,481","4.3%","±0.2","58,587","±3,816","14.3%","±0.8","87,356","±3,836","8.4%","±0.4","13,158","±1,743","8.2%","±1.0","21,473","±1,663","7.0%","±0.5","13,662","±1,733","3.4%","±0.4","3,434","±699","1.3%","±0.3","9,883","±1,429","0.7%","±0.1","29,295","±2,801","9.4%","±0.9","78,490","±3,394","3.2%","±0.1","119,308","±6,614","7.2%","±0.4","10,156","±1,340","9.9%","±1.3","144,484","±5,456","7.1%","±0.3","65,460","±3,150","11.5%","±0.5","22,910","±2,076","3.6%","±0.3","134,952","±4,903","6.3%","±0.2","2,804","±803","1.6%","±0.4","70,964","±4,139","9.3%","±0.6","11,503","±1,337","8.8%","±1.0","92,615","±4,446","9.0%","±0.4","176,772","±6,606","5.2%","±0.2","16,193","±1,749","3.6%","±0.4","4,127","±642","3.4%","±0.5","58,022","±3,596","4.0%","±0.2","31,445","±3,039","2.7%","±0.2","46,277","±2,952","17.6%","±1.1","45,213","±2,601","4.4%","±0.2","7,171","±1,108","7.4%","±1.1","66,961","±4,226","19.5%","±1.1"
"    $700 to $999","196,403","±6,456","25.5%","±0.7","5,928","±904","5.6%","±0.8","173,953","±7,762","16.8%","±0.7","134,178","±5,275","30.4%","±1.1","278,880","±9,267","5.5%","±0.2","107,048","±5,374","11.2%","±0.6","26,307","±2,365","4.1%","±0.4","17,531","±1,627","10.5%","±1.0","4,394","±1,159","5.0%","±1.3","448,380","±11,812","15.1%","±0.4","268,659","±8,617","17.2%","±0.5","10,026","±1,559","5.8%","±0.9","57,945","±3,820","21.6%","±1.3","260,829","±6,592","12.0%","±0.3","334,406","±8,219","28.2%","±0.6","135,617","±4,200","24.8%","±0.7","101,494","±3,572","21.5%","±0.7","182,247","±6,044","26.2%","±0.7","136,728","±5,562","22.1%","±0.8","45,876","±2,432","18.1%","±1.0","65,612","±4,563","6.0%","±0.4","56,313","±3,447","5.0%","±0.3","345,805","±7,624","19.7%","±0.4","137,304","±4,448","12.9%","±0.4","111,090","±5,165","27.1%","±1.0","232,372","±6,976","22.3%","±0.6","33,278","±2,589","20.8%","±1.5","63,601","±2,952","20.8%","±0.9","52,689","±4,039","12.9%","±0.9","18,579","±1,695","7.1%","±0.6","42,245","±2,796","2.9%","±0.2","66,036","±4,363","21.3%","±1.3","253,388","±7,402","10.3%","±0.3","356,475","±10,893","21.6%","±0.6","24,500","±1,935","23.9%","±1.6","433,348","±9,434","21.2%","±0.4","149,863","±5,364","26.3%","±0.8","74,197","±3,793","11.7%","±0.6","358,434","±8,301","16.7%","±0.4","10,590","±1,484","6.0%","±0.8","179,797","±6,881","23.7%","±0.9","28,758","±1,872","22.1%","±1.3","246,831","±7,211","24.0%","±0.6","556,604","±12,427","16.3%","±0.4","58,160","±3,320","13.0%","±0.7","15,248","±1,396","12.5%","±1.1","154,986","±5,838","10.8%","±0.4","104,244","±4,949","8.8%","±0.4","79,571","±3,666","30.3%","±1.2","160,276","±4,909","15.5%","±0.5","17,807","±2,024","18.4%","±2.0","101,681","±4,991","29.6%","±1.3"
"    $1,000 to $1,499","267,470","±7,801","34.7%","±0.9","25,103","±2,108","23.7%","±1.7","358,473","±10,266","34.7%","±0.8","132,432","±5,871","30.0%","±1.2","833,666","±13,576","16.3%","±0.2","292,550","±9,283","30.6%","±0.9","110,653","±4,676","17.2%","±0.7","50,515","±3,343","30.3%","±1.8","14,586","±1,645","16.7%","±1.7","890,296","±18,157","29.9%","±0.5","531,572","±12,104","34.0%","±0.7","25,142","±2,384","14.6%","±1.3","100,981","±5,446","37.6%","±1.8","550,495","±10,729","25.4%","±0.5","419,940","±8,297","35.4%","±0.6","197,117","±5,932","36.0%","±0.9","164,555","±4,652","34.8%","±0.9","235,972","±6,293","33.9%","±0.8","207,155","±6,765","33.5%","±0.9","84,684","±4,057","33.3%","±1.4","208,124","±6,564","19.0%","±0.6","201,146","±6,656","17.8%","±0.6","619,625","±10,153","35.4%","±0.5","346,685","±7,923","32.5%","±0.6","131,475","±6,383","32.1%","±1.4","373,903","±8,206","35.9%","±0.7","55,999","±3,656","35.1%","±1.9","116,529","±4,505","38.2%","±1.2","125,575","±6,071","30.8%","±1.2","53,655","±3,255","20.6%","±1.2","168,109","±5,493","11.6%","±0.4","103,472","±5,394","33.3%","±1.5","483,629","±10,429","19.6%","±0.4","561,189","±12,178","34.1%","±0.7","37,498","±2,007","36.6%","±1.7","732,172","±11,022","35.9%","±0.5","191,888","±5,203","33.7%","±0.8","192,056","±7,278","30.3%","±1.0","648,859","±10,036","30.3%","±0.4","38,164","±2,894","21.5%","±1.6","254,001","±7,758","33.4%","±0.9","50,202","±2,945","38.6%","±1.9","356,990","±8,704","34.7%","±0.7","1,151,741","±19,915","33.6%","±0.5","167,799","±5,648","37.4%","±1.1","41,549","±2,244","33.9%","±1.7","343,206","±8,856","23.9%","±0.5","295,632","±7,430","24.9%","±0.5","72,417","±3,899","27.6%","±1.3","370,484","±6,840","35.9%","±0.5","37,321","±2,917","38.5%","±2.6","82,845","±4,519","24.1%","±1.2"
