"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"        1.00 or less","1,791,808","±11,618","98.3%","±0.2","230,732","±2,962","93.8%","±0.6","2,294,691","±12,188","95.6%","±0.2","1,096,481","±7,526","97.4%","±0.2","11,621,870","±22,839","91.9%","±0.1","1,951,515","±8,834","97.4%","±0.2","1,313,267","±7,148","98.0%","±0.2","332,301","±3,372","98.0%","±0.4","262,902","±3,276","96.8%","±0.5","7,003,522","±27,541","97.1%","±0.1","3,462,565","±16,834","97.6%","±0.2","410,296","±4,802","91.2%","±0.6","570,623","±5,871","97.0%","±0.4","4,649,969","±15,153","97.2%","±0.1","2,451,197","±11,307","98.1%","±0.1","1,215,572","±7,157","98.3%","±0.1","1,091,095","±7,165","98.0%","±0.2","1,676,400","±9,495","98.3%","±0.1","1,687,519","±10,140","97.6%","±0.2","541,587","±5,564","98.9%","±0.2","2,120,706","±8,700","98.1%","±0.2","2,490,752","±10,011","98.2%","±0.1","3,767,774","±11,223","98.3%","±0.1","2,076,239","±7,224","97.9%","±0.1","1,059,750","±7,913","97.1%","±0.3","2,326,303","±9,626","98.5%","±0.1","396,684","±4,017","97.6%","±0.4","712,355","±5,029","97.5%","±0.3","960,026","±7,645","95.8%","±0.3","511,215","±4,710","98.5%","±0.3","3,074,663","±10,690","96.8%","±0.2","727,199","±5,778","96.5%","±0.3","6,861,090","±15,952","95.0%","±0.1","3,660,198","±13,931","97.4%","±0.2","293,998","±2,856","98.6%","±0.3","4,502,058","±13,137","98.6%","±0.1","1,407,468","±6,773","97.2%","±0.2","1,476,674","±8,166","96.9%","±0.2","4,871,288","±14,009","98.6%","±0.1","400,247","±4,191","98.5%","±0.3","1,763,542","±10,123","98.2%","±0.2","322,548","±3,167","97.3%","±0.4","2,439,013","±13,000","97.9%","±0.1","8,652,221","±24,248","95.0%","±0.1","866,966","±5,816","96.4%","±0.3","249,043","±2,989","98.3%","±0.5","2,996,314","±12,286","98.1%","±0.1","2,559,940","±11,571","96.8%","±0.2","730,014","±6,061","98.8%","±0.2","2,249,213","±8,899","98.2%","±0.1","220,351","±3,318","98.4%","±0.4","1,201,301","±10,183","95.8%","±0.3"
"        1.01 to 1.50","19,981","±2,777","1.1%","±0.2","10,096","±1,336","4.1%","±0.5","73,605","±4,427","3.1%","±0.2","20,724","±2,285","1.8%","±0.2","677,601","±12,299","5.4%","±0.1","37,045","±3,435","1.8%","±0.2","17,548","±2,181","1.3%","±0.2","5,374","±1,184","1.6%","±0.3","5,813","±999","2.1%","±0.4","154,945","±6,425","2.1%","±0.1","62,963","±4,867","1.8%","±0.1","25,659","±2,369","5.7%","±0.5","13,658","±2,143","2.3%","±0.4","97,912","±5,882","2.0%","±0.1","35,666","±2,582","1.4%","±0.1","16,510","±1,757","1.3%","±0.1","15,069","±1,988","1.4%","±0.2","22,454","±2,092","1.3%","±0.1","29,513","±2,905","1.7%","±0.2","4,366","±1,012","0.8%","±0.2","30,008","±2,775","1.4%","±0.1","31,168","±2,680","1.2%","±0.1","50,868","±3,795","1.3%","±0.1","31,954","±2,610","1.5%","±0.1","24,475","±2,854","2.2%","±0.3","27,201","±2,981","1.2%","±0.1","6,966","±1,172","1.7%","±0.3","13,570","±1,557","1.9%","±0.2","30,546","±2,668","3.0%","±0.3","4,925","±1,128","0.9%","±0.2","66,351","±3,452","2.1%","±0.1","18,457","±2,280","2.4%","±0.3","228,843","±6,725","3.2%","±0.1","71,838","±5,349","1.9%","±0.1","3,217","±788","1.1%","±0.3","48,840","±4,094","1.1%","±0.1","29,092","±2,310","2.0%","±0.2","37,086","±3,382","2.4%","±0.2","48,717","±3,570","1.0%","±0.1","3,894","±1,100","1.0%","±0.3","23,865","±2,686","1.3%","±0.1","6,030","±1,166","1.8%","±0.4","38,643","±3,271","1.6%","±0.1","333,055","±10,771","3.7%","±0.1","26,609","±2,507","3.0%","±0.3","2,348","±889","0.9%","±0.4","42,079","±3,265","1.4%","±0.1","61,170","±3,831","2.3%","±0.1","6,516","±1,406","0.9%","±0.2","32,001","±2,565","1.4%","±0.1","2,713","±740","1.2%","±0.3","40,435","±3,562","3.2%","±0.3"
"        1.51 or more","10,650","±1,907","0.6%","±0.1","5,187","±633","2.1%","±0.3","32,513","±2,798","1.4%","±0.1","8,694","±1,609","0.8%","±0.1","351,121","±8,558","2.8%","±0.1","14,240","±2,058","0.7%","±0.1","9,045","±1,652","0.7%","±0.1","1,396","±694","0.4%","±0.2","2,936","±894","1.1%","±0.3","53,117","±3,972","0.7%","±0.1","21,437","±2,736","0.6%","±0.1","14,165","±1,905","3.1%","±0.4","4,208","±1,051","0.7%","±0.2","35,540","±3,091","0.7%","±0.1","11,532","±1,673","0.5%","±0.1","4,127","±1,139","0.3%","±0.1","7,565","±1,810","0.7%","±0.2","6,769","±1,378","0.4%","±0.1","11,117","±1,853","0.6%","±0.1","1,733","±591","0.3%","±0.1","10,966","±1,891","0.5%","±0.1","14,401","±1,919","0.6%","±0.1","13,824","±1,588","0.4%","±0.1","11,761","±1,600","0.6%","±0.1","6,777","±1,533","0.6%","±0.1","9,349","±1,379","0.4%","±0.1","2,638","±811","0.6%","±0.2","4,654","±1,146","0.6%","±0.2","11,999","±1,762","1.2%","±0.2","3,106","±971","0.6%","±0.2","35,125","±3,475","1.1%","±0.1","7,851","±1,217","1.0%","±0.2","129,423","±6,021","1.8%","±0.1","25,444","±2,778","0.7%","±0.1","1,083","±547","0.4%","±0.2","13,847","±2,088","0.3%","±0.1","10,717","±1,396","0.7%","±0.1","10,039","±1,646","0.7%","±0.1","18,889","±2,315","0.4%","±0.1","2,225","±849","0.5%","±0.2","7,582","±1,619","0.4%","±0.1","2,828","±888","0.9%","±0.3","12,593","±1,657","0.5%","±0.1","125,577","±6,883","1.4%","±0.1","5,900","±1,273","0.7%","±0.1","1,843","±603","0.7%","±0.2","17,470","±2,495","0.6%","±0.1","23,447","±2,832","0.9%","±0.1","2,123","±765","0.3%","±0.1","8,210","±1,208","0.4%","±0.1","939","±494","0.4%","±0.2","11,954","±1,825","1.0%","±0.1"
"VALUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Owner-occupied units","1,240,017","±12,974","1,240,017","(X)","156,107","±3,268","156,107","(X)","1,490,031","±12,319","1,490,031","(X)","739,987","±8,706","739,987","(X)","6,804,639","±28,833","6,804,639","(X)","1,291,945","±10,661","1,291,945","(X)","888,478","±8,542","888,478","(X)","243,047","±3,975","243,047","(X)","110,513","±3,814","110,513","(X)","4,672,482","±24,352","4,672,482","(X)","2,222,377","±19,196","2,222,377","(X)","252,999","±3,913","252,999","(X)","408,174","±6,844","408,174","(X)","3,154,027","±17,254","3,154,027","(X)","1,712,020","±11,961","1,712,020","(X)","875,362","±8,231","875,362","(X)","735,737","±7,229","735,737","(X)","1,149,308","±10,177","1,149,308","(X)","1,140,052","±11,811","1,140,052","(X)","384,237","±5,646","384,237","(X)","1,436,907","±10,973","1,436,907","(X)","1,560,809","±13,055","1,560,809","(X)","2,703,957","±13,324","2,703,957","(X)","1,516,900","±9,427","1,516,900","(X)","733,101","±8,509","733,101","(X)","1,582,412","±10,949","1,582,412","(X)","271,719","±4,579","271,719","(X)","482,452","±6,278","482,452","(X)","544,455","±7,251","544,455","(X)","364,255","±5,925","364,255","(X)","2,034,223","±13,473","2,034,223","(X)","511,693","±7,543","511,693","(X)","3,873,299","±19,890","3,873,299","(X)","2,414,717","±16,856","2,414,717","(X)","193,389","±3,714","193,389","(X)","3,015,795","±17,826","3,015,795","(X)","948,540","±8,048","948,540","(X)","926,930","±9,344","926,930","(X)","3,405,170","±15,735","3,405,170","(X)","245,409","±4,846","245,409","(X)","1,223,614","±11,969","1,223,614","(X)","222,809","±3,636","222,809","(X)","1,652,976","±14,369","1,652,976","(X)","5,634,317","±28,687","5,634,317","(X)","622,572","±6,557","622,572","(X)","179,791","±3,471","179,791","(X)","2,005,192","±18,287","2,005,192","(X)","1,638,028","±14,592","1,638,028","(X)","534,266","±6,150","534,266","(X)","1,537,926","±9,764","1,537,926","(X)","154,699","±3,888","154,699","(X)","865,343","±7,669","865,343","(X)"
"        Less than $50,000","210,176","±6,413","16.9%","±0.5","8,286","±1,014","5.3%","±0.6","166,708","±5,345","11.2%","±0.3","139,535","±5,145","18.9%","±0.6","361,858","±7,614","5.3%","±0.1","80,084","±4,002","6.2%","±0.3","32,146","±2,322","3.6%","±0.3","20,865","±1,814","8.6%","±0.8","3,511","±690","3.2%","±0.6","541,100","±11,413","11.6%","±0.2","274,879","±8,413","12.4%","±0.3","5,276","±850","2.1%","±0.3","33,749","±2,565","8.3%","±0.6","275,997","±6,872","8.8%","±0.2","205,356","±5,795","12.0%","±0.3","103,751","±3,795","11.9%","±0.4","107,722","±4,006","14.6%","±0.5","193,949","±5,758","16.9%","±0.5","192,321","±7,020","16.9%","±0.6","34,895","±2,717","9.1%","±0.7","65,769","±3,632","4.6%","±0.3","58,261","±2,989","3.7%","±0.2","474,162","±9,256","17.5%","±0.3","108,150","±3,512","7.1%","±0.2","161,242","±6,408","22.0%","±0.8","207,702","±5,578","13.1%","±0.3","30,999","±2,116","11.4%","±0.7","55,814","±2,326","11.6%","±0.5","48,422","±2,756","8.9%","±0.5","21,634","±2,227","5.9%","±0.6","86,159","±3,469","4.2%","±0.2","71,065","±3,658","13.9%","±0.7","255,253","±6,665","6.6%","±0.2","258,639","±6,651","10.7%","±0.3","27,287","±1,526","14.1%","±0.8","331,238","±7,304","11.0%","±0.2","150,514","±3,860","15.9%","±0.4","77,031","±4,262","8.3%","±0.4","345,780","±7,603","10.2%","±0.2","10,645","±1,531","4.3%","±0.6","181,052","±6,521","14.8%","±0.5","35,775","±2,064","16.1%","±0.9","181,867","±6,404","11.0%","±0.4","715,199","±13,547","12.7%","±0.2","35,147","±2,421","5.6%","±0.4","11,091","±1,260","6.2%","±0.7","137,136","±5,786","6.8%","±0.3","101,466","±4,246","6.2%","±0.3","109,433","±4,576","20.5%","±0.8","98,128","±3,322","6.4%","±0.2","16,638","±1,718","10.8%","±1.1","109,298","±4,854","12.6%","±0.5"
"        $50,000 to $99,999","287,987","±8,045","23.2%","±0.6","8,090","±1,034","5.2%","±0.6","218,857","±7,262","14.7%","±0.5","199,367","±5,825","26.9%","±0.7","282,785","±7,980","4.2%","±0.1","68,378","±3,582","5.3%","±0.3","29,490","±2,620","3.3%","±0.3","13,186","±1,693","5.4%","±0.7","2,032","±566","1.8%","±0.5","930,170","±14,690","19.9%","±0.3","480,464","±11,843","21.6%","±0.5","4,384","±953","1.7%","±0.4","58,244","±3,304","14.3%","±0.8","535,609","±8,680","17.0%","±0.2","445,797","±8,942","26.0%","±0.4","216,221","±5,032","24.7%","±0.5","174,645","±5,540","23.7%","±0.7","268,732","±7,429","23.4%","±0.6","213,789","±6,703","18.8%","±0.5","54,983","±2,777","14.3%","±0.7","63,309","±3,348","4.4%","±0.2","27,798","±2,073","1.8%","±0.1","669,297","±11,349","24.8%","±0.4","166,854","±4,453","11.0%","±0.3","213,273","±6,614","29.1%","±0.8","346,383","±7,949","21.9%","±0.4","28,374","±2,469","10.4%","±0.9","101,416","±3,615","21.0%","±0.7","83,197","±3,843","15.3%","±0.7","18,615","±1,913","5.1%","±0.5","66,258","±4,389","3.3%","±0.2","73,920","±3,934","14.4%","±0.7","439,543","±7,639","11.3%","±0.2","427,665","±9,269","17.7%","±0.4","33,229","±1,912","17.2%","±0.9","763,654","±10,984","25.3%","±0.3","250,738","±5,462","26.4%","±0.5","48,555","±3,165","5.2%","±0.3","585,313","±10,106","17.2%","±0.3","8,603","±1,576","3.5%","±0.6","244,126","±6,423","20.0%","±0.5","40,233","±2,332","18.1%","±1.0","352,898","±7,456","21.3%","±0.4","1,319,018","±16,665","23.4%","±0.3","25,754","±2,281","4.1%","±0.4","11,196","±1,252","6.2%","±0.7","158,936","±5,643","7.9%","±0.3","74,814","±3,946","4.6%","±0.2","150,536","±4,772","28.2%","±0.9","230,730","±4,818","15.0%","±0.3","10,913","±1,403","7.1%","±0.9","227,889","±6,766","26.3%","±0.8"
"        $100,000 to $149,999","240,440","±7,986","19.4%","±0.6","11,788","±1,388","7.6%","±0.9","262,762","±7,431","17.6%","±0.5","154,851","±5,511","20.9%","±0.7","389,508","±9,781","5.7%","±0.1","132,292","±5,066","10.2%","±0.4","80,537","±3,929","9.1%","±0.4","22,685","±1,921","9.3%","±0.8","1,617","±536","1.5%","±0.5","805,674","±14,018","17.2%","±0.3","421,053","±10,023","18.9%","±0.4","5,735","±1,135","2.3%","±0.5","92,345","±4,438","22.6%","±1.0","529,000","±9,852","16.8%","±0.3","418,092","±8,879","24.4%","±0.5","200,094","±5,332","22.9%","±0.5","142,326","±4,581","19.3%","±0.6","244,430","±6,030","21.3%","±0.5","200,998","±6,025","17.6%","±0.5","65,367","±3,531","17.0%","±0.9","106,595","±4,753","7.4%","±0.3","75,521","±3,847","4.8%","±0.2","521,001","±8,448","19.3%","±0.3","273,778","±6,611","18.0%","±0.4","120,914","±5,650","16.5%","±0.7","340,547","±7,463","21.5%","±0.4","34,024","±2,029","12.5%","±0.7","126,907","±3,807","26.3%","±0.7","101,183","±4,032","18.6%","±0.7","36,167","±2,735","9.9%","±0.8","121,046","±4,558","6.0%","±0.2","90,064","±4,028","17.6%","±0.7","433,305","±9,478","11.2%","±0.2","477,549","±10,220","19.8%","±0.4","31,535","±2,336","16.3%","±1.1","704,629","±10,222","23.4%","±0.3","205,687","±5,111","21.7%","±0.5","96,613","±4,109","10.4%","±0.4","572,554","±9,770","16.8%","±0.3","28,015","±2,892","11.4%","±1.1","235,530","±6,383","19.2%","±0.5","46,612","±2,430","20.9%","±1.0","359,059","±10,236","21.7%","±0.5","1,168,929","±15,763","20.7%","±0.3","91,142","±4,010","14.6%","±0.6","24,028","±1,906","13.4%","±1.0","225,512","±7,006","11.2%","±0.3","155,745","±5,651","9.5%","±0.3","96,606","±4,345","18.1%","±0.7","341,895","±6,424","22.2%","±0.4","20,324","±1,974","13.1%","±1.3","217,800","±7,377","25.2%","±0.8"
"        $150,000 to $199,999","190,429","±6,143","15.4%","±0.5","23,718","±2,454","15.2%","±1.5","252,439","±7,163","16.9%","±0.5","103,790","±3,939","14.0%","±0.5","525,596","±12,618","7.7%","±0.2","207,243","±5,458","16.0%","±0.4","137,454","±5,614","15.5%","±0.6","43,528","±2,871","17.9%","±1.1","4,431","±863","4.0%","±0.8","723,090","±13,337","15.5%","±0.3","355,942","±8,935","16.0%","±0.4","8,930","±1,682","3.5%","±0.6","86,464","±3,990","21.2%","±0.9","515,967","±11,021","16.4%","±0.3","275,161","±6,954","16.1%","±0.4","150,708","±4,376","17.2%","±0.5","124,994","±4,723","17.0%","±0.6","179,106","±5,541","15.6%","±0.5","202,289","±5,082","17.7%","±0.4","72,040","±3,211","18.7%","±0.8","180,602","±6,479","12.6%","±0.4","151,591","±5,518","9.7%","±0.3","415,522","±7,281","15.4%","±0.3","315,626","±5,382","20.8%","±0.3","100,391","±5,373","13.7%","±0.7","270,232","±7,157","17.1%","±0.5","50,934","±2,863","18.7%","±1.0","82,008","±3,583","17.0%","±0.7","99,081","±4,469","18.2%","±0.8","61,047","±3,724","16.8%","±1.0","213,432","±7,227","10.5%","±0.3","94,628","±4,244","18.5%","±0.8","375,281","±8,189","9.7%","±0.2","424,169","±8,208","17.6%","±0.3","34,603","±2,086","17.9%","±1.1","511,761","±9,483","17.0%","±0.3","148,478","±4,240","15.7%","±0.4","161,485","±5,658","17.4%","±0.6","596,164","±9,775","17.5%","±0.3","50,601","±3,396","20.6%","±1.3","197,931","±5,924","16.2%","±0.5","40,821","±2,672","18.3%","±1.2","279,229","±7,458","16.9%","±0.4","864,653","±14,233","15.3%","±0.2","135,196","±4,703","21.7%","±0.7","32,595","±1,859","18.1%","±1.0","294,065","±9,269","14.7%","±0.4","255,013","±6,414","15.6%","±0.4","81,710","±4,613","15.3%","±0.9","316,852","±6,786","20.6%","±0.4","32,428","±2,479","21.0%","±1.5","163,773","±6,192","18.9%","±0.7"
"        $200,000 to $299,999","178,881","±6,429","14.4%","±0.5","50,336","±3,224","32.2%","±1.9","284,072","±7,204","19.1%","±0.5","85,655","±4,400","11.6%","±0.6","1,045,738","±13,282","15.4%","±0.2","354,154","±7,163","27.4%","±0.5","236,502","±6,271","26.6%","±0.6","71,967","±3,465","29.6%","±1.4","14,763","±1,412","13.4%","±1.3","801,517","±13,017","17.2%","±0.3","340,096","±8,888","15.3%","±0.4","29,476","±2,313","11.7%","±0.9","74,351","±3,941","18.2%","±0.9","637,007","±10,846","20.2%","±0.3","222,600","±5,839","13.0%","±0.3","127,102","±4,478","14.5%","±0.5","109,757","±4,214","14.9%","±0.6","152,505","±5,391","13.3%","±0.5","195,392","±6,446","17.1%","±0.5","85,073","±3,505","22.1%","±0.9","372,413","±8,357","25.9%","±0.5","372,859","±8,793","23.9%","±0.5","361,770","±7,556","13.4%","±0.3","350,635","±6,971","23.1%","±0.5","87,869","±3,797","12.0%","±0.5","242,466","±5,840","15.3%","±0.4","67,001","±3,263","24.7%","±1.1","73,244","±3,416","15.2%","±0.7","116,234","±4,808","21.3%","±0.9","119,410","±4,984","32.8%","±1.2","498,784","±8,994","24.5%","±0.4","102,395","±3,864","20.0%","±0.7","555,207","±10,816","14.3%","±0.3","424,973","±8,783","17.6%","±0.3","41,765","±2,646","21.6%","±1.3","429,177","±8,233","14.2%","±0.3","113,959","±3,488","12.0%","±0.4","248,811","±5,586","26.8%","±0.6","674,361","±11,745","19.8%","±0.3","69,164","±3,315","28.2%","±1.3","186,604","±6,776","15.3%","±0.5","34,008","±2,517","15.3%","±1.1","259,236","±7,829","15.7%","±0.5","815,140","±15,330","14.5%","±0.3","178,958","±4,354","28.7%","±0.6","52,706","±2,552","29.3%","±1.3","423,229","±9,384","21.1%","±0.4","425,119","±9,645","26.0%","±0.5","61,859","±2,940","11.6%","±0.6","332,318","±6,754","21.6%","±0.4","39,778","±2,647","25.7%","±1.6","85,181","±3,590","9.8%","±0.4"
"        $300,000 to $499,999","95,781","±3,997","7.7%","±0.3","42,965","±2,464","27.5%","±1.5","206,527","±5,986","13.9%","±0.4","41,058","±2,655","5.5%","±0.4","1,879,161","±16,480","27.6%","±0.2","295,567","±6,097","22.9%","±0.4","228,551","±5,056","25.7%","±0.5","54,839","±2,931","22.6%","±1.1","33,124","±2,595","30.0%","±1.8","548,109","±12,287","11.7%","±0.3","238,934","±6,537","10.8%","±0.3","72,692","±3,133","28.7%","±1.2","43,670","±3,229","10.7%","±0.8","440,566","±8,877","14.0%","±0.3","108,196","±4,511","6.3%","±0.3","59,061","±3,463","6.7%","±0.4","57,470","±2,815","7.8%","±0.4","80,780","±3,285","7.0%","±0.3","99,973","±4,688","8.8%","±0.4","50,748","±3,106","13.2%","±0.8","407,478","±7,902","28.4%","±0.5","542,543","±8,670","34.8%","±0.5","192,867","±5,473","7.1%","±0.2","217,530","±4,407","14.3%","±0.3","36,451","±3,235","5.0%","±0.4","125,297","±5,255","7.9%","±0.3","41,140","±2,470","15.1%","±0.9","31,902","±2,064","6.6%","±0.4","70,202","±3,150","12.9%","±0.6","83,171","±3,562","22.8%","±1.0","651,454","±8,462","32.0%","±0.4","53,495","±3,182","10.5%","±0.6","941,907","±11,962","24.3%","±0.3","278,329","±6,847","11.5%","±0.3","19,916","±1,926","10.3%","±1.0","204,115","±6,293","6.8%","±0.2","57,350","±2,868","6.0%","±0.3","209,158","±6,095","22.6%","±0.6","456,357","±8,131","13.4%","±0.2","56,265","±2,963","22.9%","±1.2","116,679","±4,765","9.5%","±0.4","18,405","±1,779","8.3%","±0.8","152,874","±4,845","9.2%","±0.3","502,985","±10,919","8.9%","±0.2","114,154","±4,022","18.3%","±0.7","35,758","±2,235","19.9%","±1.2","447,160","±8,815","22.3%","±0.4","404,704","±7,035","24.7%","±0.4","25,937","±2,237","4.9%","±0.4","163,183","±4,622","10.6%","±0.3","25,865","±1,944","16.7%","±1.1","44,348","±3,402","5.1%","±0.4"
"        $500,000 to $999,999","28,611","±2,590","2.3%","±0.2","10,044","±1,417","6.4%","±0.9","79,465","±4,055","5.3%","±0.3","12,085","±1,597","1.6%","±0.2","1,766,336","±15,907","26.0%","±0.2","126,947","±4,594","9.8%","±0.3","104,483","±3,905","11.8%","±0.4","13,053","±1,306","5.4%","±0.5","35,922","±2,234","32.5%","±1.8","238,223","±7,156","5.1%","±0.2","90,713","±4,023","4.1%","±0.2","103,486","±3,404","40.9%","±1.2","15,455","±1,832","3.8%","±0.4","176,724","±4,924","5.6%","±0.2","30,166","±2,589","1.8%","±0.2","13,738","±1,513","1.6%","±0.2","14,572","±1,440","2.0%","±0.2","23,366","±1,950","2.0%","±0.2","28,816","±2,480","2.5%","±0.2","17,034","±1,854","4.4%","±0.5","203,162","±4,943","14.1%","±0.3","274,729","±6,234","17.6%","±0.4","56,840","±2,754","2.1%","±0.1","72,048","±2,852","4.7%","±0.2","9,810","±1,539","1.3%","±0.2","39,904","±2,305","2.5%","±0.1","14,111","±1,567","5.2%","±0.6","8,991","±1,233","1.9%","±0.3","18,851","±1,646","3.5%","±0.3","20,253","±1,734","5.6%","±0.5","335,780","±7,014","16.5%","±0.3","22,415","±2,372","4.4%","±0.5","678,750","±10,719","17.5%","±0.3","99,915","±4,091","4.1%","±0.2","3,882","±843","2.0%","±0.4","59,144","±3,244","2.0%","±0.1","17,359","±1,681","1.8%","±0.2","74,397","±3,773","8.0%","±0.4","146,001","±5,174","4.3%","±0.2","17,947","±1,845","7.3%","±0.7","46,656","±3,426","3.8%","±0.3","5,689","±1,072","2.6%","±0.5","54,095","±2,785","3.3%","±0.2","193,214","±6,173","3.4%","±0.1","34,873","±2,374","5.6%","±0.4","10,268","±1,084","5.7%","±0.6","275,522","±5,741","13.7%","±0.3","187,233","±6,082","11.4%","±0.4","6,348","±1,137","1.2%","±0.2","45,575","±2,512","3.0%","±0.2","6,758","±1,018","4.4%","±0.7","12,315","±1,768","1.4%","±0.2"
