"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"    $500 to $749","175,613","±6,185","34.4%","±1.0","10,338","±1,812","11.9%","±2.1","217,378","±7,451","25.4%","±0.8","144,986","±5,388","41.8%","±1.3","546,523","±11,116","9.8%","±0.2","154,495","±5,723","22.3%","±0.9","51,493","±3,545","12.0%","±0.8","13,607","±2,219","14.3%","±2.2","13,065","±1,560","8.5%","±1.0","447,068","±12,433","19.0%","±0.5","311,002","±8,736","25.9%","±0.6","12,336","±1,610","6.9%","±0.8","65,456","±3,972","38.0%","±2.1","341,436","±9,275","22.5%","±0.5","269,537","±8,386","37.5%","±1.0","126,491","±4,317","39.1%","±1.2","124,163","±5,065","35.4%","±1.3","193,617","±5,627","38.0%","±1.0","161,955","±6,678","30.7%","±1.1","48,246","±3,133","32.9%","±2.0","58,886","±3,769","8.4%","±0.5","111,985","±4,644","12.2%","±0.5","347,874","±8,960","33.3%","±0.7","143,892","±5,013","25.1%","±0.8","98,452","±4,745","33.0%","±1.3","255,080","±7,494","35.7%","±0.9","43,251","±3,097","35.3%","±2.3","84,606","±3,439","36.5%","±1.3","100,339","±4,312","22.9%","±0.9","21,771","±2,580","15.0%","±1.7","77,484","±4,231","7.2%","±0.4","70,836","±3,970","30.9%","±1.5","466,965","±9,662","14.4%","±0.3","397,480","±9,126","33.3%","±0.7","39,454","±2,993","42.1%","±2.5","534,532","±10,080","36.8%","±0.7","166,669","±4,750","37.7%","±1.0","133,642","±6,040","24.0%","±1.0","394,510","±8,521","27.2%","±0.6","28,789","±2,723","17.9%","±1.7","167,908","±6,440","32.5%","±1.1","33,176","±2,909","34.2%","±2.3","256,574","±7,460","34.0%","±0.9","918,480","±15,641","28.8%","±0.4","67,090","±3,734","25.9%","±1.3","14,683","±1,727","21.0%","±2.1","146,231","±5,846","15.1%","±0.6","170,540","±7,286","17.9%","±0.7","69,762","±3,700","39.9%","±1.7","256,100","±7,397","35.6%","±0.8","21,672","±2,066","34.9%","±2.8","62,094","±3,437","26.0%","±1.3"
"    $750 to $999","124,165","±5,780","24.3%","±1.0","19,299","±1,770","22.3%","±2.0","226,186","±8,763","26.4%","±0.9","75,485","±4,700","21.7%","±1.3","1,064,658","±15,099","19.0%","±0.3","172,961","±6,826","24.9%","±0.8","106,189","±4,909","24.7%","±1.0","28,127","±2,412","29.6%","±2.4","24,674","±2,343","16.1%","±1.4","671,802","±16,012","28.6%","±0.6","369,081","±9,519","30.8%","±0.7","21,255","±1,926","11.8%","±1.1","40,728","±3,812","23.7%","±2.0","431,773","±8,828","28.4%","±0.5","205,009","±7,285","28.5%","±0.9","74,871","±4,014","23.1%","±1.1","86,114","±3,894","24.6%","±1.0","109,164","±4,792","21.4%","±0.9","145,006","±6,606","27.5%","±1.0","35,061","±2,761","23.9%","±1.7","130,187","±5,960","18.6%","±0.8","171,325","±6,651","18.6%","±0.7","277,186","±7,336","26.5%","±0.7","155,685","±5,550","27.1%","±0.9","74,012","±4,304","24.8%","±1.3","188,177","±7,727","26.3%","±0.9","25,760","±2,400","21.0%","±1.8","60,532","±3,321","26.1%","±1.2","120,844","±5,385","27.6%","±1.2","42,256","±3,697","29.2%","±2.2","214,991","±6,788","19.9%","±0.6","58,250","±3,365","25.4%","±1.3","567,701","±11,475","17.5%","±0.3","329,400","±7,675","27.6%","±0.6","17,117","±2,034","18.3%","±2.2","373,316","±8,943","25.7%","±0.6","104,401","±4,299","23.6%","±0.9","170,575","±6,141","30.7%","±0.9","389,863","±8,134","26.8%","±0.6","45,668","±3,188","28.4%","±1.7","147,085","±5,788","28.5%","±1.0","23,287","±2,516","24.0%","±2.2","205,645","±8,596","27.2%","±1.0","902,260","±15,386","28.3%","±0.5","77,235","±4,803","29.8%","±1.7","21,659","±1,731","31.0%","±2.2","195,516","±7,057","20.2%","±0.6","259,357","±9,248","27.2%","±0.9","29,428","±2,596","16.8%","±1.5","209,325","±5,921","29.1%","±0.8","14,563","±1,809","23.4%","±2.8","24,744","±2,245","10.4%","±0.9"
"    $1,000 to $1,499","68,200","±4,305","13.4%","±0.8","26,655","±2,557","30.7%","±2.7","246,152","±7,935","28.7%","±0.8","30,301","±2,558","8.7%","±0.7","1,919,830","±18,149","34.3%","±0.3","209,985","±7,559","30.3%","±1.0","149,558","±7,017","34.7%","±1.3","31,187","±2,450","32.8%","±2.1","43,064","±2,974","28.2%","±1.6","742,395","±15,592","31.6%","±0.6","294,228","±9,431","24.5%","±0.7","56,376","±3,593","31.4%","±1.9","27,524","±3,436","16.0%","±1.8","366,007","±9,501","24.1%","±0.6","92,726","±5,476","12.9%","±0.7","32,221","±2,758","10.0%","±0.8","52,621","±3,369","15.0%","±0.9","52,811","±3,779","10.4%","±0.7","93,155","±5,121","17.7%","±0.9","28,745","±2,577","19.6%","±1.6","256,269","±6,681","36.6%","±0.8","288,053","±7,810","31.3%","±0.7","190,077","±6,314","18.2%","±0.6","127,335","±5,215","22.2%","±0.8","35,608","±3,130","11.9%","±0.9","97,968","±5,523","13.7%","±0.7","17,613","±2,230","14.4%","±1.7","30,041","±2,825","13.0%","±1.2","142,186","±5,542","32.4%","±1.1","48,332","±3,099","33.4%","±1.9","440,218","±9,781","40.7%","±0.7","45,282","±3,454","19.8%","±1.4","977,273","±13,462","30.2%","±0.4","223,732","±8,700","18.7%","±0.7","10,263","±1,497","11.0%","±1.5","198,556","±6,797","13.7%","±0.4","60,740","±3,521","13.7%","±0.8","138,722","±5,513","25.0%","±1.0","299,355","±8,748","20.6%","±0.5","44,657","±3,028","27.8%","±1.8","87,410","±4,984","16.9%","±0.9","9,309","±1,529","9.6%","±1.5","116,818","±5,652","15.5%","±0.7","745,004","±14,929","23.3%","±0.4","66,985","±3,821","25.8%","±1.3","16,223","±1,499","23.2%","±2.1","295,689","±7,981","30.5%","±0.8","285,416","±8,358","29.9%","±0.8","14,609","±1,864","8.4%","±1.1","116,307","±6,006","16.2%","±0.8","11,292","±1,543","18.2%","±2.3","11,383","±1,521","4.8%","±0.7"
"    $1,500 or more","17,463","±2,150","3.4%","±0.4","23,984","±2,430","27.7%","±2.5","86,853","±5,083","10.1%","±0.6","6,667","±1,325","1.9%","±0.4","1,715,972","±18,784","30.7%","±0.3","93,216","±5,061","13.4%","±0.7","72,962","±4,481","16.9%","±1.0","11,969","±1,908","12.6%","±1.9","54,839","±2,967","35.9%","±1.6","314,184","±11,179","13.4%","±0.5","71,875","±4,875","6.0%","±0.4","77,970","±3,362","43.5%","±1.7","6,147","±1,406","3.6%","±0.8","177,014","±6,683","11.6%","±0.4","21,438","±2,162","3.0%","±0.3","11,641","±1,398","3.6%","±0.4","18,194","±2,293","5.2%","±0.6","13,479","±1,733","2.6%","±0.3","23,528","±2,674","4.5%","±0.5","8,216","±1,422","5.6%","±0.9","191,335","±6,432","27.4%","±0.8","195,655","±7,127","21.3%","±0.7","52,602","±2,896","5.0%","±0.3","47,770","±3,245","8.3%","±0.5","7,221","±1,507","2.4%","±0.5","27,075","±2,383","3.8%","±0.3","5,166","±1,323","4.2%","±1.1","6,850","±950","3.0%","±0.4","51,193","±3,772","11.7%","±0.8","17,741","±1,906","12.2%","±1.3","254,401","±8,514","23.5%","±0.7","11,974","±1,556","5.2%","±0.7","818,001","±12,684","25.3%","±0.4","54,708","±4,522","4.6%","±0.4","4,342","±1,126","4.6%","±1.2","47,132","±3,477","3.2%","±0.2","18,043","±1,859","4.1%","±0.4","52,887","±3,703","9.5%","±0.6","119,293","±6,061","8.2%","±0.4","13,270","±1,706","8.3%","±1.0","26,312","±2,824","5.1%","±0.6","2,530","±810","2.6%","±0.8","32,929","±3,286","4.4%","±0.4","272,544","±8,619","8.5%","±0.3","21,214","±2,128","8.2%","±0.8","7,738","±1,307","11.1%","±1.8","233,410","±7,714","24.1%","±0.7","147,683","±5,220","15.5%","±0.5","2,741","±917","1.6%","±0.5","25,192","±2,510","3.5%","±0.3","4,432","±1,195","7.1%","±1.8","3,088","±914","1.3%","±0.4"
"    Median (dollars)","689","±8","(X)","(X)","1,120","±34","(X)","(X)","888","±8","(X)","(X)","640","±8","(X)","(X)","1,200","±4","(X)","(X)","934","±11","(X)","(X)","1,019","±13","(X)","(X)","960","±19","(X)","(X)","1,235","±29","(X)","(X)","954","±5","(X)","(X)","837","±5","(X)","(X)","1,379","±29","(X)","(X)","702","±14","(X)","(X)","868","±5","(X)","(X)","715","±6","(X)","(X)","661","±8","(X)","(X)","711","±9","(X)","(X)","636","±7","(X)","(X)","747","±9","(X)","(X)","744","±13","(X)","(X)","1,170","±10","(X)","(X)","1,036","±9","(X)","(X)","748","±5","(X)","(X)","813","±9","(X)","(X)","666","±11","(X)","(X)","706","±7","(X)","(X)","681","±13","(X)","(X)","692","±9","(X)","(X)","944","±12","(X)","(X)","967","±14","(X)","(X)","1,148","±7","(X)","(X)","753","±12","(X)","(X)","1,079","±6","(X)","(X)","756","±5","(X)","(X)","644","±14","(X)","(X)","700","±4","(X)","(X)","686","±6","(X)","(X)","862","±8","(X)","(X)","798","±5","(X)","(X)","878","±15","(X)","(X)","754","±9","(X)","(X)","651","±17","(X)","(X)","730","±6","(X)","(X)","831","±4","(X)","(X)","851","±11","(X)","(X)","860","±18","(X)","(X)","1,068","±10","(X)","(X)","954","±8","(X)","(X)","607","±12","(X)","(X)","743","±6","(X)","(X)","742","±18","(X)","(X)","448","±8","(X)","(X)"
"    No rent paid","65,848","±4,239","(X)","(X)","5,537","±647","(X)","(X)","39,012","±3,343","(X)","(X)","38,903","±2,618","(X)","(X)","177,164","±6,459","(X)","(X)","24,168","±2,292","(X)","(X)","18,739","±2,026","(X)","(X)","4,232","±924","(X)","(X)","3,136","±841","(X)","(X)","120,514","±5,356","(X)","(X)","84,607","±5,270","(X)","(X)","13,569","±1,680","(X)","(X)","12,353","±1,616","(X)","(X)","73,207","±3,861","(X)","(X)","40,064","±2,990","(X)","(X)","20,975","±1,639","(X)","(X)","23,959","±1,975","(X)","(X)","53,650","±3,187","(X)","(X)","61,771","±4,027","(X)","(X)","11,778","±1,551","(X)","(X)","24,514","±2,416","(X)","(X)","33,048","±3,077","(X)","(X)","60,562","±3,223","(X)","(X)","28,768","±2,136","(X)","(X)","48,361","±3,534","(X)","(X)","52,208","±2,559","(X)","(X)","12,233","±1,362","(X)","(X)","15,016","±1,441","(X)","(X)","15,744","±2,096","(X)","(X)","6,392","±1,057","(X)","(X)","36,501","±3,093","(X)","(X)","17,906","±1,952","(X)","(X)","116,170","±4,850","(X)","(X)","95,510","±4,759","(X)","(X)","8,080","±1,125","(X)","(X)","80,786","±4,133","(X)","(X)","43,719","±2,297","(X)","(X)","27,273","±2,060","(X)","(X)","89,556","±4,170","(X)","(X)","4,705","±951","(X)","(X)","53,261","±3,928","(X)","(X)","9,644","±1,285","(X)","(X)","71,189","±4,565","(X)","(X)","190,934","±7,368","(X)","(X)","12,928","±2,178","(X)","(X)","4,994","±781","(X)","(X)","58,838","±3,253","(X)","(X)","38,849","±2,856","(X)","(X)","33,086","±2,414","(X)","(X)","29,976","±2,382","(X)","(X)","7,018","±1,306","(X)","(X)","146,846","±5,089","(X)","(X)"
"GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Occupied units paying rent (excluding units where GRAPI cannot be computed)","493,033","±9,626","493,033","(X)","86,171","±3,351","86,171","(X)","831,643","±12,705","831,643","(X)","336,178","±6,536","336,178","(X)","5,475,993","±26,252","5,475,993","(X)","683,923","±9,636","683,923","(X)","420,584","±8,485","420,584","(X)","93,193","±3,955","93,193","(X)","148,310","±4,742","148,310","(X)","2,286,475","±22,062","2,286,475","(X)","1,155,452","±16,622","1,155,452","(X)","175,406","±4,011","175,406","(X)","169,381","±6,133","169,381","(X)","1,474,649","±16,129","1,474,649","(X)","699,727","±11,811","699,727","(X)","318,135","±7,626","318,135","(X)","344,536","±6,721","344,536","(X)","497,224","±7,455","497,224","(X)","512,367","±11,289","512,367","(X)","144,448","±4,326","144,448","(X)","686,289","±9,232","686,289","(X)","901,567","±11,069","901,567","(X)","1,013,088","±13,462","1,013,088","(X)","566,699","±9,095","566,699","(X)","289,207","±8,553","289,207","(X)","699,981","±11,631","699,981","(X)","121,081","±4,074","121,081","(X)","227,545","±5,411","227,545","(X)","430,727","±7,559","430,727","(X)","142,508","±5,215","142,508","(X)","1,057,959","±12,729","1,057,959","(X)","220,926","±6,434","220,926","(X)","3,162,481","±20,623","3,162,481","(X)","1,164,743","±14,422","1,164,743","(X)","91,424","±4,029","91,424","(X)","1,414,197","±11,657","1,414,197","(X)","431,500","±5,879","431,500","(X)","542,876","±9,310","542,876","(X)","1,418,661","±11,902","1,418,661","(X)","156,177","±4,528","156,177","(X)","500,702","±8,834","500,702","(X)","95,865","±4,208","95,865","(X)","732,968","±11,365","732,968","(X)","3,121,220","±20,984","3,121,220","(X)","254,419","±6,143","254,419","(X)","69,443","±2,920","69,443","(X)","949,813","±12,326","949,813","(X)","934,954","±12,847","934,954","(X)","167,993","±4,842","167,993","(X)","706,393","±9,742","706,393","(X)","61,737","±3,279","61,737","(X)","210,135","±6,065","210,135","(X)"
"    Less than 15.0 percent","70,317","±4,607","14.3%","±0.9","10,891","±1,549","12.6%","±1.6","98,843","±5,898","11.9%","±0.7","51,082","±3,769","15.2%","±1.1","481,540","±12,700","8.8%","±0.2","73,513","±4,563","10.7%","±0.7","46,532","±3,406","11.1%","±0.8","12,452","±1,636","13.4%","±1.6","18,516","±2,178","12.5%","±1.4","186,622","±7,693","8.2%","±0.3","129,950","±5,874","11.2%","±0.5","16,089","±1,574","9.2%","±0.9","22,300","±2,417","13.2%","±1.4","185,548","±6,618","12.6%","±0.4","93,615","±4,814","13.4%","±0.6","56,819","±3,670","17.9%","±1.1","51,242","±3,127","14.9%","±0.8","73,279","±4,498","14.7%","±0.9","74,518","±3,988","14.5%","±0.7","15,005","±1,799","10.4%","±1.2","71,997","±4,746","10.5%","±0.7","113,572","±6,081","12.6%","±0.7","115,456","±4,591","11.4%","±0.4","70,638","±3,855","12.5%","±0.6","34,964","±3,530","12.1%","±1.1","88,822","±4,802","12.7%","±0.6","19,241","±2,154","15.9%","±1.7","36,600","±2,509","16.1%","±1.0","42,291","±3,081","9.8%","±0.7","13,913","±1,920","9.8%","±1.3","116,084","±6,234","11.0%","±0.6","31,918","±2,863","14.4%","±1.2","396,035","±11,357","12.5%","±0.4","147,920","±7,080","12.7%","±0.6","22,029","±2,071","24.1%","±1.9","188,015","±6,390","13.3%","±0.4","67,879","±3,304","15.7%","±0.7","58,468","±4,281","10.8%","±0.8","190,152","±7,301","13.4%","±0.5","19,141","±2,133","12.3%","±1.3","59,913","±3,725","12.0%","±0.7","18,321","±1,557","19.1%","±1.5","90,673","±5,277","12.4%","±0.7","411,768","±11,920","13.2%","±0.4","33,239","±2,990","13.1%","±1.1","6,733","±1,165","9.7%","±1.6","104,145","±4,657","11.0%","±0.5","107,454","±5,698","11.5%","±0.6","29,854","±2,517","17.8%","±1.4","89,500","±4,856","12.7%","±0.7","9,558","±1,457","15.5%","±2.2","20,481","±2,197","9.7%","±1.0"
"    15.0 to 19.9 percent","61,606","±4,237","12.5%","±0.9","12,137","±1,806","14.1%","±2.0","105,141","±5,641","12.6%","±0.6","44,015","±2,937","13.1%","±0.8","564,327","±11,434","10.3%","±0.2","88,529","±4,858","12.9%","±0.7","51,058","±4,242","12.1%","±0.9","12,005","±1,996","12.9%","±2.1","19,479","±2,442","13.1%","±1.5","232,412","±9,987","10.2%","±0.4","138,665","±7,076","12.0%","±0.6","18,489","±2,156","10.5%","±1.2","24,600","±2,895","14.5%","±1.6","186,045","±6,545","12.6%","±0.4","93,851","±4,324","13.4%","±0.6","45,354","±3,025","14.3%","±0.9","49,535","±3,252","14.4%","±0.9","63,408","±3,765","12.8%","±0.8","60,510","±4,247","11.8%","±0.8","17,901","±1,944","12.4%","±1.3","86,614","±5,452","12.6%","±0.7","113,419","±5,481","12.6%","±0.6","114,262","±4,469","11.3%","±0.4","76,748","±3,670","13.5%","±0.7","32,935","±3,492","11.4%","±1.1","86,983","±5,352","12.4%","±0.7","16,671","±1,692","13.8%","±1.4","34,214","±2,810","15.0%","±1.2","54,810","±4,028","12.7%","±0.9","18,257","±2,408","12.8%","±1.7","125,908","±5,180","11.9%","±0.5","26,666","±3,166","12.1%","±1.4","354,842","±8,411","11.2%","±0.3","156,586","±6,090","13.4%","±0.5","13,037","±1,947","14.3%","±1.9","188,616","±7,628","13.3%","±0.5","58,112","±3,051","13.5%","±0.7","61,281","±4,094","11.3%","±0.7","172,054","±6,677","12.1%","±0.5","20,973","±2,511","13.4%","±1.6","61,605","±4,036","12.3%","±0.8","14,724","±1,976","15.4%","±2.0","95,645","±6,224","13.0%","±0.8","429,716","±10,799","13.8%","±0.3","33,200","±2,462","13.0%","±1.0","8,621","±1,370","12.4%","±1.8","120,304","±5,189","12.7%","±0.5","115,904","±5,236","12.4%","±0.6","21,141","±2,246","12.6%","±1.3","97,856","±4,531","13.9%","±0.6","8,069","±1,557","13.1%","±2.4","25,239","±2,311","12.0%","±1.1"
"    20.0 to 24.9 percent","61,314","±4,840","12.4%","±1.0","10,904","±1,495","12.7%","±1.8","107,841","±5,842","13.0%","±0.7","43,580","±3,192","13.0%","±0.9","660,309","±13,764","12.1%","±0.2","90,618","±5,063","13.2%","±0.7","49,034","±3,320","11.7%","±0.8","11,158","±1,945","12.0%","±2.0","18,054","±2,220","12.2%","±1.4","273,636","±9,565","12.0%","±0.4","139,447","±6,644","12.1%","±0.5","23,731","±2,493","13.5%","±1.4","19,765","±2,470","11.7%","±1.4","183,805","±6,655","12.5%","±0.4","87,305","±5,021","12.5%","±0.7","40,329","±2,753","12.7%","±0.8","45,650","±3,110","13.2%","±0.9","66,495","±4,102","13.4%","±0.8","56,544","±3,713","11.0%","±0.6","17,235","±2,023","11.9%","±1.4","98,170","±4,396","14.3%","±0.6","110,093","±5,039","12.2%","±0.5","120,384","±5,277","11.9%","±0.5","79,780","±3,599","14.1%","±0.6","34,171","±3,088","11.8%","±1.0","86,052","±4,628","12.3%","±0.6","13,939","±1,682","11.5%","±1.3","31,537","±2,488","13.9%","±1.0","60,112","±3,494","14.0%","±0.8","19,956","±2,310","14.0%","±1.5","126,689","±5,711","12.0%","±0.5","23,459","±2,590","10.6%","±1.1","364,000","±11,505","11.5%","±0.3","151,532","±7,111","13.0%","±0.6","13,158","±1,803","14.4%","±1.8","181,511","±5,796","12.8%","±0.4","53,963","±3,048","12.5%","±0.7","68,165","±4,584","12.6%","±0.7","179,149","±5,902","12.6%","±0.4","16,725","±1,926","10.7%","±1.2","58,065","±3,997","11.6%","±0.7","12,577","±1,754","13.1%","±1.7","87,473","±4,659","11.9%","±0.6","411,516","±11,282","13.2%","±0.3","30,050","±2,332","11.8%","±0.9","9,853","±1,341","14.2%","±1.8","130,271","±6,052","13.7%","±0.6","121,736","±5,620","13.0%","±0.6","19,222","±2,270","11.4%","±1.3","90,825","±4,152","12.9%","±0.6","9,513","±1,728","15.4%","±2.6","23,120","±2,270","11.0%","±1.0"
"    25.0 to 29.9 percent","54,152","±3,715","11.0%","±0.7","11,372","±1,711","13.2%","±2.0","92,258","±4,853","11.1%","±0.5","33,200","±2,831","9.9%","±0.8","616,603","±12,231","11.3%","±0.2","82,457","±4,703","12.1%","±0.7","51,030","±4,165","12.1%","±0.9","12,282","±1,833","13.2%","±1.9","20,888","±2,076","14.1%","±1.5","252,875","±8,604","11.1%","±0.4","134,192","±6,292","11.6%","±0.5","20,088","±2,129","11.5%","±1.2","18,190","±2,322","10.7%","±1.3","170,911","±7,352","11.6%","±0.5","80,565","±4,613","11.5%","±0.6","32,783","±2,502","10.3%","±0.7","44,741","±3,359","13.0%","±0.9","53,983","±3,750","10.9%","±0.7","51,517","±3,596","10.1%","±0.7","19,464","±2,234","13.5%","±1.4","82,331","±4,676","12.0%","±0.7","118,948","±5,815","13.2%","±0.6","113,148","±4,972","11.2%","±0.4","66,153","±3,638","11.7%","±0.6","30,239","±2,992","10.5%","±1.1","81,968","±4,656","11.7%","±0.6","14,185","±2,163","11.7%","±1.7","27,851","±2,531","12.2%","±1.1","52,944","±3,441","12.3%","±0.8","20,649","±2,485","14.5%","±1.7","115,633","±5,725","10.9%","±0.5","25,381","±2,520","11.5%","±1.1","357,285","±9,536","11.3%","±0.3","130,290","±6,248","11.2%","±0.5","10,944","±1,409","12.0%","±1.6","158,518","±5,473","11.2%","±0.4","45,503","±2,867","10.5%","±0.6","63,451","±4,153","11.7%","±0.8","168,968","±5,768","11.9%","±0.4","20,351","±2,058","13.0%","±1.4","57,639","±4,272","11.5%","±0.8","11,137","±1,543","11.6%","±1.5","85,004","±4,588","11.6%","±0.6","362,719","±10,038","11.6%","±0.3","31,769","±2,706","12.5%","±1.0","9,046","±1,246","13.0%","±1.7","117,837","±5,741","12.4%","±0.6","116,067","±5,841","12.4%","±0.6","16,923","±1,787","10.1%","±1.0","84,493","±4,416","12.0%","±0.6","7,746","±1,343","12.5%","±2.2","22,195","±2,277","10.6%","±1.1"
"    30.0 to 34.9 percent","39,024","±3,435","7.9%","±0.7","9,063","±1,559","10.5%","±1.8","73,293","±4,588","8.8%","±0.5","29,629","±2,718","8.8%","±0.8","506,466","±10,403","9.2%","±0.2","64,909","±3,771","9.5%","±0.5","36,931","±2,718","8.8%","±0.6","8,567","±1,585","9.2%","±1.7","11,702","±1,351","7.9%","±0.9","209,876","±8,314","9.2%","±0.4","101,912","±6,662","8.8%","±0.6","17,252","±2,158","9.8%","±1.2","17,424","±2,253","10.3%","±1.3","124,349","±4,951","8.4%","±0.3","61,754","±3,642","8.8%","±0.5","25,737","±2,285","8.1%","±0.7","28,796","±2,363","8.4%","±0.7","45,001","±3,761","9.1%","±0.7","42,534","±3,296","8.3%","±0.6","14,072","±1,654","9.7%","±1.1","64,811","±4,400","9.4%","±0.6","84,487","±4,751","9.4%","±0.5","85,935","±4,313","8.5%","±0.4","48,203","±3,041","8.5%","±0.5","26,063","±2,876","9.0%","±1.0","64,287","±4,065","9.2%","±0.6","10,841","±1,543","9.0%","±1.3","19,952","±1,924","8.8%","±0.8","35,795","±3,150","8.3%","±0.7","13,669","±1,771","9.6%","±1.2","94,057","±4,962","8.9%","±0.4","18,058","±2,137","8.2%","±0.9","279,889","±9,034","8.9%","±0.3","102,238","±5,351","8.8%","±0.5","5,515","±985","6.0%","±1.1","121,042","±6,030","8.6%","±0.4","36,273","±2,860","8.4%","±0.6","46,777","±3,241","8.6%","±0.6","126,734","±5,401","8.9%","±0.4","16,774","±2,192","10.7%","±1.3","45,097","±3,132","9.0%","±0.6","9,627","±1,620","10.0%","±1.6","64,352","±3,946","8.8%","±0.5","271,907","±9,538","8.7%","±0.3","24,929","±2,155","9.8%","±0.8","6,859","±1,132","9.9%","±1.6","89,511","±5,624","9.4%","±0.6","89,723","±4,755","9.6%","±0.5","16,266","±1,711","9.7%","±1.0","61,331","±3,932","8.7%","±0.5","5,974","±1,259","9.7%","±2.0","19,277","±2,331","9.2%","±1.0"
