"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"    1-unit, attached","37,256","±3,082","1.7%","±0.1","25,779","±2,161","8.4%","±0.7","146,728","±5,656","5.2%","±0.2","20,455","±2,188","1.6%","±0.2","978,861","±13,725","7.2%","±0.1","157,573","±5,199","7.1%","±0.2","75,180","±3,752","5.1%","±0.3","57,812","±3,563","14.2%","±0.9","74,200","±2,951","25.0%","±1.0","565,054","±12,999","6.3%","±0.1","155,284","±6,603","3.8%","±0.2","38,676","±3,033","7.4%","±0.6","20,785","±1,867","3.1%","±0.3","313,903","±7,134","5.9%","±0.1","91,285","±4,394","3.3%","±0.2","48,173","±3,089","3.6%","±0.2","56,013","±3,994","4.5%","±0.3","46,103","±3,373","2.4%","±0.2","60,113","±4,448","3.1%","±0.2","17,271","±2,001","2.4%","±0.3","502,203","±9,093","21.1%","±0.4","146,537","±6,028","5.2%","±0.2","205,446","±6,262","4.5%","±0.1","173,782","±5,253","7.4%","±0.2","15,153","±2,021","1.2%","±0.2","97,957","±4,555","3.6%","±0.2","14,406","±1,527","3.0%","±0.3","31,165","±2,327","3.9%","±0.3","58,223","±3,720","5.0%","±0.3","31,087","±2,484","5.1%","±0.4","333,174","±9,062","9.4%","±0.3","31,764","±2,766","3.5%","±0.3","390,965","±7,953","4.8%","±0.1","162,669","±6,594","3.8%","±0.2","18,561","±1,994","5.8%","±0.6","236,798","±7,892","4.6%","±0.2","32,792","±2,849","2.0%","±0.2","75,152","±4,038","4.5%","±0.2","1,013,030","±13,579","18.2%","±0.2","13,807","±1,945","3.0%","±0.4","58,145","±3,492","2.7%","±0.2","12,759","±1,695","3.5%","±0.5","90,472","±4,381","3.2%","±0.2","264,515","±8,151","2.6%","±0.1","60,255","±2,945","6.1%","±0.3","12,223","±1,229","3.8%","±0.4","348,024","±9,316","10.3%","±0.3","103,031","±4,679","3.6%","±0.2","16,084","±2,298","1.8%","±0.3","115,096","±4,540","4.4%","±0.2","10,150","±1,600","3.9%","±0.6","209,448","±6,054","12.8%","±0.4"
"    2 units","47,001","±3,528","2.2%","±0.2","12,768","±1,819","4.2%","±0.6","38,066","±3,513","1.3%","±0.1","41,245","±3,159","3.1%","±0.2","363,899","±9,639","2.7%","±0.1","43,657","±3,602","2.0%","±0.2","120,787","±5,854","8.1%","±0.4","5,734","±1,280","1.4%","±0.3","9,008","±1,377","3.0%","±0.5","191,137","±7,299","2.1%","±0.1","94,752","±5,423","2.3%","±0.1","16,397","±1,994","3.2%","±0.4","17,617","±2,608","2.6%","±0.4","311,786","±8,378","5.9%","±0.2","73,756","±4,701","2.6%","±0.2","33,154","±2,963","2.5%","±0.2","28,580","±2,139","2.3%","±0.2","57,819","±4,034","3.0%","±0.2","77,123","±4,295","3.9%","±0.2","38,418","±3,950","5.3%","±0.5","41,291","±3,830","1.7%","±0.2","278,610","±8,304","9.9%","±0.3","128,863","±4,843","2.8%","±0.1","59,019","±3,551","2.5%","±0.2","31,682","±3,171","2.5%","±0.2","94,554","±5,286","3.5%","±0.2","17,044","±2,440","3.5%","±0.5","15,713","±1,867","2.0%","±0.2","16,397","±2,484","1.4%","±0.2","37,710","±3,741","6.1%","±0.6","343,395","±8,696","9.7%","±0.2","18,774","±2,108","2.1%","±0.2","869,382","±15,255","10.7%","±0.2","95,695","±4,989","2.2%","±0.1","7,369","±1,432","2.3%","±0.4","227,245","±7,417","4.4%","±0.1","33,835","±3,260","2.0%","±0.2","48,107","±4,315","2.9%","±0.3","265,527","±9,347","4.8%","±0.2","54,673","±3,875","11.8%","±0.8","49,761","±3,853","2.3%","±0.2","7,966","±1,419","2.2%","±0.4","85,236","±5,022","3.0%","±0.2","209,593","±7,674","2.1%","±0.1","33,980","±3,100","3.5%","±0.3","19,157","±1,828","5.9%","±0.6","54,276","±4,389","1.6%","±0.1","73,162","±4,492","2.5%","±0.2","19,105","±2,032","2.2%","±0.2","181,915","±6,658","6.9%","±0.3","7,507","±1,581","2.9%","±0.6","57,169","±3,528","3.5%","±0.2"
"    3 or 4 units","61,636","±4,404","2.8%","±0.2","19,060","±1,928","6.2%","±0.6","96,990","±5,598","3.4%","±0.2","43,908","±3,872","3.3%","±0.3","753,973","±14,387","5.5%","±0.1","76,219","±5,230","3.4%","±0.2","137,386","±5,944","9.2%","±0.4","10,268","±1,441","2.5%","±0.4","21,694","±2,157","7.3%","±0.7","347,564","±9,773","3.9%","±0.1","124,816","±7,149","3.1%","±0.2","24,206","±2,345","4.7%","±0.5","31,342","±2,756","4.7%","±0.4","357,096","±10,162","6.7%","±0.2","96,974","±5,400","3.5%","±0.2","45,087","±3,115","3.4%","±0.2","46,219","±3,618","3.7%","±0.3","76,320","±4,387","4.0%","±0.2","86,757","±4,682","4.4%","±0.2","36,990","±3,412","5.1%","±0.5","54,252","±3,801","2.3%","±0.2","321,983","±8,108","11.5%","±0.3","117,919","±6,123","2.6%","±0.1","46,769","±3,417","2.0%","±0.1","37,763","±3,224","3.0%","±0.3","121,033","±5,910","4.5%","±0.2","21,957","±2,784","4.5%","±0.6","22,936","±2,126","2.9%","±0.3","72,242","±4,444","6.1%","±0.4","35,873","±3,260","5.8%","±0.5","221,841","±6,890","6.2%","±0.2","37,004","±3,112","4.1%","±0.3","613,621","±11,361","7.6%","±0.1","114,322","±6,649","2.6%","±0.2","11,394","±1,418","3.6%","±0.4","231,361","±8,829","4.5%","±0.2","45,180","±3,559","2.7%","±0.2","73,263","±4,490","4.4%","±0.3","230,206","±7,193","4.1%","±0.1","60,606","±3,518","13.1%","±0.8","64,438","±4,575","3.0%","±0.2","12,616","±1,874","3.5%","±0.5","84,521","±5,581","3.0%","±0.2","308,313","±9,800","3.1%","±0.1","43,006","±3,679","4.4%","±0.4","21,323","±2,153","6.6%","±0.7","87,895","±4,617","2.6%","±0.1","108,724","±5,966","3.8%","±0.2","22,703","±2,189","2.6%","±0.2","97,020","±4,859","3.7%","±0.2","11,215","±2,000","4.3%","±0.8","48,995","±3,633","3.0%","±0.2"
"    5 to 9 units","91,166","±4,839","4.2%","±0.2","13,749","±2,217","4.5%","±0.7","121,145","±6,479","4.3%","±0.2","41,401","±3,882","3.1%","±0.3","827,604","±13,747","6.0%","±0.1","102,082","±5,423","4.6%","±0.2","76,617","±4,981","5.1%","±0.3","16,098","±1,790","4.0%","±0.4","19,888","±2,501","6.7%","±0.8","450,233","±11,200","5.0%","±0.1","202,937","±7,260","5.0%","±0.2","32,423","±3,261","6.2%","±0.6","19,214","±2,381","2.9%","±0.4","336,841","±9,811","6.4%","±0.2","129,829","±5,948","4.6%","±0.2","51,342","±3,466","3.8%","±0.3","50,554","±3,461","4.1%","±0.3","87,630","±5,460","4.5%","±0.3","71,916","±4,852","3.7%","±0.2","27,264","±2,686","3.8%","±0.4","116,327","±6,462","4.9%","±0.3","173,652","±6,854","6.2%","±0.2","189,818","±5,570","4.2%","±0.1","54,286","±3,130","2.3%","±0.1","59,295","±4,353","4.6%","±0.3","100,578","±6,457","3.7%","±0.2","13,547","±2,031","2.8%","±0.4","31,023","±2,746","3.9%","±0.3","106,538","±5,312","9.1%","±0.5","30,252","±3,009","4.9%","±0.5","172,256","±7,054","4.8%","±0.2","23,969","±2,561","2.7%","±0.3","442,856","±9,123","5.5%","±0.1","191,495","±6,636","4.4%","±0.2","14,082","±1,930","4.4%","±0.6","241,606","±8,128","4.7%","±0.2","62,880","±3,872","3.8%","±0.2","75,766","±5,023","4.5%","±0.3","188,033","±6,659","3.4%","±0.1","26,224","±2,995","5.7%","±0.6","103,306","±4,769","4.8%","±0.2","12,478","±1,753","3.4%","±0.5","127,089","±6,515","4.5%","±0.2","487,596","±12,480","4.9%","±0.1","36,977","±2,936","3.8%","±0.3","17,433","±2,194","5.4%","±0.7","165,611","±7,356","4.9%","±0.2","142,348","±7,659","4.9%","±0.3","26,029","±2,744","3.0%","±0.3","125,682","±5,044","4.8%","±0.2","9,415","±1,710","3.6%","±0.7","61,898","±3,340","3.8%","±0.2"
"    10 to 19 units","67,163","±4,105","3.1%","±0.2","10,942","±1,573","3.6%","±0.5","147,529","±7,698","5.2%","±0.3","50,082","±4,216","3.8%","±0.3","719,392","±14,329","5.3%","±0.1","132,723","±5,406","6.0%","±0.2","57,187","±3,874","3.8%","±0.3","22,699","±2,495","5.6%","±0.6","31,256","±2,901","10.5%","±1.0","517,927","±12,335","5.8%","±0.1","193,874","±7,579","4.7%","±0.2","24,872","±2,493","4.8%","±0.5","13,493","±2,088","2.0%","±0.3","207,942","±6,686","3.9%","±0.1","106,158","±5,458","3.8%","±0.2","48,476","±3,376","3.6%","±0.3","40,199","±2,964","3.3%","±0.2","62,842","±4,519","3.3%","±0.2","53,230","±4,595","2.7%","±0.2","11,617","±1,526","1.6%","±0.2","208,594","±7,494","8.8%","±0.3","119,593","±5,421","4.3%","±0.2","169,748","±6,752","3.7%","±0.1","79,080","±4,235","3.4%","±0.2","24,730","±2,510","1.9%","±0.2","95,242","±5,347","3.5%","±0.2","11,639","±1,818","2.4%","±0.4","35,246","±2,920","4.4%","±0.4","72,849","±4,910","6.2%","±0.4","17,650","±2,257","2.9%","±0.4","178,408","±7,498","5.0%","±0.2","22,933","±2,611","2.5%","±0.3","338,849","±8,162","4.2%","±0.1","178,883","±7,214","4.1%","±0.2","17,200","±2,195","5.4%","±0.7","214,661","±7,520","4.2%","±0.1","53,874","±3,840","3.2%","±0.2","62,151","±4,747","3.7%","±0.3","153,046","±7,453","2.7%","±0.1","18,839","±2,174","4.1%","±0.5","77,788","±5,275","3.6%","±0.2","13,849","±1,713","3.8%","±0.5","101,337","±6,010","3.6%","±0.2","650,180","±15,881","6.5%","±0.2","43,117","±3,574","4.4%","±0.4","5,638","±1,061","1.7%","±0.3","191,219","±8,065","5.7%","±0.2","149,996","±6,054","5.2%","±0.2","14,776","±1,841","1.7%","±0.2","83,556","±4,935","3.2%","±0.2","6,536","±1,435","2.5%","±0.5","57,101","±3,420","3.5%","±0.2"
"    20 or more units","77,374","±4,374","3.6%","±0.2","14,433","±1,451","4.7%","±0.5","186,670","±8,217","6.6%","±0.3","31,212","±2,745","2.4%","±0.2","1,585,447","±15,762","11.6%","±0.1","222,717","±5,633","10.1%","±0.3","130,264","±5,486","8.8%","±0.4","17,652","±2,084","4.3%","±0.5","104,188","±3,706","35.1%","±1.2","1,217,835","±16,430","13.5%","±0.2","222,544","±7,190","5.4%","±0.2","100,719","±3,837","19.4%","±0.7","25,076","±2,512","3.8%","±0.4","536,591","±10,416","10.1%","±0.2","114,355","±5,162","4.1%","±0.2","68,821","±3,681","5.1%","±0.3","57,256","±3,362","4.6%","±0.3","59,412","±3,825","3.1%","±0.2","75,050","±4,563","3.8%","±0.2","21,788","±2,167","3.0%","±0.3","193,115","±6,057","8.1%","±0.3","291,651","±8,121","10.4%","±0.3","226,049","±6,484","5.0%","±0.1","277,033","±6,733","11.8%","±0.3","24,942","±2,633","2.0%","±0.2","123,177","±5,482","4.5%","±0.2","15,426","±2,001","3.2%","±0.4","48,939","±3,688","6.1%","±0.5","84,677","±3,552","7.2%","±0.3","35,730","±2,922","5.8%","±0.5","361,689","±9,243","10.2%","±0.3","34,786","±2,990","3.9%","±0.3","1,851,536","±15,018","22.8%","±0.2","163,342","±7,183","3.8%","±0.2","31,338","±2,272","9.9%","±0.7","263,951","±6,643","5.1%","±0.1","55,906","±3,548","3.4%","±0.2","131,181","±4,745","7.8%","±0.3","320,343","±7,501","5.8%","±0.1","33,351","±2,641","7.2%","±0.6","100,117","±5,323","4.7%","±0.2","23,155","±2,314","6.4%","±0.6","121,876","±6,273","4.3%","±0.2","788,998","±14,772","7.9%","±0.1","56,959","±3,702","5.8%","±0.4","11,733","±1,648","3.6%","±0.5","229,512","±6,506","6.8%","±0.2","265,819","±7,418","9.2%","±0.3","22,152","±2,408","2.5%","±0.3","184,167","±5,687","7.0%","±0.2","8,182","±1,348","3.1%","±0.5","93,233","±3,363","5.7%","±0.2"
"    Mobile home","301,001","±7,804","13.8%","±0.4","15,777","±1,776","5.1%","±0.6","306,234","±7,900","10.8%","±0.3","172,824","±5,922","13.1%","±0.4","521,788","±10,718","3.8%","±0.1","95,101","±5,899","4.3%","±0.3","11,742","±1,632","0.8%","±0.1","37,745","±3,001","9.3%","±0.7","294","±347","0.1%","±0.1","837,965","±15,024","9.3%","±0.2","379,889","±9,005","9.3%","±0.2","1,001","±552","0.2%","±0.1","64,297","±3,710","9.6%","±0.6","143,291","±5,154","2.7%","±0.1","145,284","±5,137","5.2%","±0.2","55,553","±3,553","4.2%","±0.3","64,543","±3,389","5.2%","±0.3","243,390","±5,925","12.6%","±0.3","260,641","±7,711","13.2%","±0.4","64,175","±3,017","8.9%","±0.4","40,514","±3,882","1.7%","±0.2","23,744","±2,335","0.8%","±0.1","248,615","±6,061","5.5%","±0.1","86,560","±3,607","3.7%","±0.2","199,249","±7,652","15.6%","±0.6","188,481","±6,330","6.9%","±0.2","53,655","±2,603","11.1%","±0.5","30,557","±2,362","3.8%","±0.3","74,222","±3,783","6.3%","±0.3","36,971","±3,117","6.0%","±0.5","33,388","±3,165","0.9%","±0.1","148,815","±5,609","16.5%","±0.6","197,377","±5,730","2.4%","±0.1","606,801","±11,475","14.0%","±0.3","25,082","±2,089","7.9%","±0.7","206,304","±6,012","4.0%","±0.1","158,997","±5,086","9.5%","±0.3","139,463","±5,857","8.3%","±0.3","236,621","±5,832","4.2%","±0.1","3,658","±785","0.8%","±0.2","376,563","±9,392","17.6%","±0.4","32,647","±2,255","9.0%","±0.6","278,670","±7,848","9.9%","±0.3","758,960","±15,191","7.6%","±0.2","37,119","±3,209","3.8%","±0.3","22,355","±1,938","6.9%","±0.6","189,937","±6,090","5.6%","±0.2","204,145","±6,591","7.1%","±0.2","141,658","±5,561","16.1%","±0.6","97,906","±3,694","3.7%","±0.1","35,159","±2,778","13.4%","±1.1","3,115","±904","0.2%","±0.1"
"    Boat, RV, van, etc.","2,473","±919","0.1%","±0.1","446","±298","0.1%","±0.1","9,907","±1,723","0.3%","±0.1","884","±362","0.1%","±0.1","18,443","±2,012","0.1%","±0.1","1,583","±732","0.1%","±0.1","373","±366","0.0%","±0.1","81","±94","0.0%","±0.1","106","±179","0.0%","±0.1","11,802","±1,931","0.1%","±0.1","2,424","±769","0.1%","±0.1","48","±78","0.0%","±0.1","1,312","±591","0.2%","±0.1","919","±547","0.0%","±0.1","324","±223","0.0%","±0.1","369","±229","0.0%","±0.1","523","±333","0.0%","±0.1","1,227","±574","0.1%","±0.1","1,591","±611","0.1%","±0.1","399","±378","0.1%","±0.1","1,102","±471","0.0%","±0.1","326","±254","0.0%","±0.1","737","±324","0.0%","±0.1","277","±190","0.0%","±0.1","2,059","±858","0.2%","±0.1","1,852","±635","0.1%","±0.1","504","±319","0.1%","±0.1","274","±345","0.0%","±0.1","1,628","±665","0.1%","±0.1","126","±144","0.0%","±0.1","1,465","±681","0.0%","±0.1","1,309","±666","0.1%","±0.1","3,817","±1,162","0.0%","±0.1","1,890","±800","0.0%","±0.1","0","±211","0.0%","±0.1","1,222","±613","0.0%","±0.1","1,888","±661","0.1%","±0.1","4,971","±1,256","0.3%","±0.1","664","±431","0.0%","±0.1","71","±122","0.0%","±0.1","2,034","±892","0.1%","±0.1","13","±25","0.0%","±0.1","2,085","±696","0.1%","±0.1","16,738","±2,301","0.2%","±0.1","1,030","±521","0.1%","±0.1","78","±97","0.0%","±0.1","790","±390","0.0%","±0.1","5,244","±1,113","0.2%","±0.1","188","±232","0.0%","±0.1","444","±222","0.0%","±0.1","166","±161","0.1%","±0.1","94","±153","0.0%","±0.1"
"YEAR STRUCTURE BUILT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total housing units","2,174,428","±364","2,174,428","(X)","307,065","±243","307,065","(X)","2,846,738","±629","2,846,738","(X)","1,317,818","±388","1,317,818","(X)","13,682,976","±1,131","13,682,976","(X)","2,214,262","±463","2,214,262","(X)","1,488,215","±264","1,488,215","(X)","406,489","±123","406,489","(X)","296,836","±63","296,836","(X)","8,994,091","±955","8,994,091","(X)","4,091,482","±577","4,091,482","(X)","519,992","±71","519,992","(X)","668,634","±244","668,634","(X)","5,297,077","±938","5,297,077","(X)","2,797,172","±482","2,797,172","(X)","1,337,563","±361","1,337,563","(X)","1,234,037","±578","1,234,037","(X)","1,928,617","±335","1,928,617","(X)","1,967,947","±323","1,967,947","(X)","722,217","±148","722,217","(X)","2,380,605","±340","2,380,605","(X)","2,808,727","±486","2,808,727","(X)","4,531,231","±689","4,531,231","(X)","2,348,242","±475","2,348,242","(X)","1,276,441","±575","1,276,441","(X)","2,714,017","±363","2,714,017","(X)","483,006","±171","483,006","(X)","797,677","±347","797,677","(X)","1,175,070","±197","1,175,070","(X)","614,996","±180","614,996","(X)","3,554,909","±429","3,554,909","(X)","902,242","±374","902,242","(X)","8,108,211","±1,124","8,108,211","(X)","4,333,479","±1,587","4,333,479","(X)","318,099","±364","318,099","(X)","5,128,113","±797","5,128,113","(X)","1,666,205","±288","1,666,205","(X)","1,676,476","±322","1,676,476","(X)","5,568,820","±631","5,568,820","(X)","463,416","±108","463,416","(X)","2,140,337","±280","2,140,337","(X)","364,031","±713","364,031","(X)","2,815,087","±513","2,815,087","(X)","9,996,209","±964","9,996,209","(X)","981,821","±369","981,821","(X)","322,698","±118","322,698","(X)","3,368,674","±1,668","3,368,674","(X)","2,888,594","±688","2,888,594","(X)","882,213","±182","882,213","(X)","2,625,477","±440","2,625,477","(X)","262,286","±109","262,286","(X)","1,637,216","±7,325","1,637,216","(X)"
"    Built 2005 or later","156,354","±6,154","7.2%","±0.3","20,316","±2,213","6.6%","±0.7","298,590","±7,999","10.5%","±0.3","98,423","±5,105","7.5%","±0.4","670,433","±13,074","4.9%","±0.1","146,798","±5,375","6.6%","±0.2","44,364","±2,927","3.0%","±0.2","31,780","±2,674","7.8%","±0.7","13,846","±1,771","4.7%","±0.6","648,353","±13,798","7.2%","±0.2","383,727","±10,639","9.4%","±0.3","30,284","±2,272","5.8%","±0.4","65,554","±3,348","9.8%","±0.5","250,882","±7,959","4.7%","±0.2","138,240","±5,250","4.9%","±0.2","70,270","±3,155","5.3%","±0.2","62,147","±3,900","5.0%","±0.3","113,184","±4,671","5.9%","±0.2","161,403","±6,669","8.2%","±0.3","30,730","±2,690","4.3%","±0.4","114,860","±4,661","4.8%","±0.2","90,420","±4,402","3.2%","±0.2","138,664","±4,928","3.1%","±0.1","122,501","±3,976","5.2%","±0.2","102,758","±5,507","8.1%","±0.4","166,425","±6,699","6.1%","±0.2","32,139","±2,431","6.7%","±0.5","41,196","±2,328","5.2%","±0.3","139,171","±6,327","11.8%","±0.5","24,976","±2,371","4.1%","±0.4","130,934","±5,080","3.7%","±0.1","58,057","±3,816","6.4%","±0.4","228,908","±7,463","2.8%","±0.1","380,577","±8,647","8.8%","±0.2","20,359","±1,693","6.4%","±0.5","176,131","±5,961","3.4%","±0.1","105,199","±4,578","6.3%","±0.3","110,608","±5,066","6.6%","±0.3","190,108","±5,451","3.4%","±0.1","11,291","±1,676","2.4%","±0.4","203,482","±6,715","9.5%","±0.3","24,999","±2,099","6.9%","±0.6","206,633","±6,271","7.3%","±0.2","1,015,253","±14,019","10.2%","±0.1","102,305","±4,568","10.4%","±0.5","10,675","±1,266","3.3%","±0.4","220,206","±7,883","6.5%","±0.2","218,449","±7,321","7.6%","±0.3","36,425","±2,849","4.1%","±0.3","127,988","±3,888","4.9%","±0.1","20,258","±1,997","7.7%","±0.8","44,874","±3,494","2.7%","±0.2"
"    Built 2000 to 2004","203,480","±6,502","9.4%","±0.3","27,305","±2,044","8.9%","±0.7","444,537","±9,697","15.6%","±0.3","123,282","±5,090","9.4%","±0.4","974,244","±14,542","7.1%","±0.1","265,562","±6,769","12.0%","±0.3","66,775","±4,262","4.5%","±0.3","46,417","±2,716","11.4%","±0.7","10,858","±1,836","3.7%","±0.6","1,197,616","±17,948","13.3%","±0.2","572,137","±12,535","14.0%","±0.3","38,464","±3,500","7.4%","±0.7","79,762","±4,141","11.9%","±0.6","364,849","±8,745","6.9%","±0.2","228,484","±6,406","8.2%","±0.2","87,246","±3,943","6.5%","±0.3","80,750","±4,390","6.5%","±0.4","170,788","±5,437","8.9%","±0.3","156,777","±5,639","8.0%","±0.3","53,783","±2,976","7.4%","±0.4","176,126","±7,171","7.4%","±0.3","115,540","±5,381","4.1%","±0.2","319,145","±7,885","7.0%","±0.2","221,960","±6,435","9.5%","±0.3","130,329","±5,833","10.2%","±0.5","219,817","±7,313","8.1%","±0.3","43,741","±3,213","9.1%","±0.7","55,426","±3,414","6.9%","±0.4","222,757","±6,376","19.0%","±0.5","44,037","±3,245","7.2%","±0.5","206,562","±8,206","5.8%","±0.2","86,471","±4,655","9.6%","±0.5","314,330","±8,718","3.9%","±0.1","519,063","±10,151","12.0%","±0.2","19,663","±2,112","6.2%","±0.7","327,067","±9,005","6.4%","±0.2","121,274","±5,560","7.3%","±0.3","153,936","±6,081","9.2%","±0.4","277,750","±8,564","5.0%","±0.2","18,259","±2,169","3.9%","±0.5","254,330","±8,973","11.9%","±0.4","31,114","±2,407","8.5%","±0.7","276,481","±7,216","9.8%","±0.3","1,185,493","±18,188","11.9%","±0.2","124,325","±5,181","12.7%","±0.5","22,502","±1,962","7.0%","±0.6","307,646","±9,155","9.1%","±0.3","269,953","±8,181","9.3%","±0.3","55,123","±3,737","6.2%","±0.4","217,826","±5,696","8.3%","±0.2","18,402","±2,244","7.0%","±0.9","124,523","±5,520","7.6%","±0.3"
"    Built 1990 to 1999","405,369","±7,975","18.6%","±0.4","44,841","±3,395","14.6%","±1.1","587,827","±9,664","20.6%","±0.3","238,917","±6,669","18.1%","±0.5","1,447,836","±15,656","10.6%","±0.1","377,296","±8,782","17.0%","±0.4","106,593","±4,363","7.2%","±0.3","67,677","±3,164","16.6%","±0.8","9,074","±1,692","3.1%","±0.6","1,570,158","±17,958","17.5%","±0.2","854,127","±12,615","20.9%","±0.3","75,811","±3,935","14.6%","±0.8","128,810","±5,422","19.3%","±0.8","557,112","±10,142","10.5%","±0.2","399,708","±9,027","14.3%","±0.3","140,195","±4,875","10.5%","±0.4","148,465","±5,179","12.0%","±0.4","343,568","±7,344","17.8%","±0.4","256,042","±6,898","13.0%","±0.4","89,041","±3,426","12.3%","±0.5","330,480","±8,605","13.9%","±0.4","204,442","±5,754","7.3%","±0.2","572,594","±9,142","12.6%","±0.2","311,918","±6,183","13.3%","±0.3","228,619","±8,279","17.9%","±0.6","393,878","±8,978","14.5%","±0.3","69,772","±3,593","14.4%","±0.7","85,222","±3,854","10.7%","±0.5","310,211","±8,281","26.4%","±0.7","61,943","±3,916","10.1%","±0.6","315,958","±7,412","8.9%","±0.2","167,510","±5,365","18.6%","±0.6","487,826","±11,397","6.0%","±0.1","891,696","±14,506","20.6%","±0.3","34,115","±2,525","10.7%","±0.8","615,885","±11,235","12.0%","±0.2","190,172","±5,494","11.4%","±0.3","290,837","±8,417","17.3%","±0.5","515,380","±9,596","9.3%","±0.2","31,163","±2,833","6.7%","±0.6","449,492","±11,358","21.0%","±0.5","49,354","±2,879","13.6%","±0.8","520,350","±12,806","18.5%","±0.5","1,552,601","±17,569","15.5%","±0.2","184,470","±5,387","18.8%","±0.5","34,190","±2,296","10.6%","±0.7","537,784","±10,909","16.0%","±0.3","501,981","±10,038","17.4%","±0.3","118,463","±4,494","13.4%","±0.5","364,456","±7,248","13.9%","±0.3","30,892","±2,751","11.8%","±1.0","268,100","±6,642","16.4%","±0.4"
"    Built 1980 to 1989","342,516","±8,985","15.8%","±0.4","81,089","±3,240","26.4%","±1.0","540,511","±10,378","19.0%","±0.4","219,655","±6,852","16.7%","±0.5","2,080,103","±20,341","15.2%","±0.1","335,119","±8,026","15.1%","±0.4","190,703","±6,078","12.8%","±0.4","64,497","±4,335","15.9%","±1.1","11,183","±1,437","3.8%","±0.5","1,940,449","±21,848","21.6%","±0.2","720,742","±12,605","17.6%","±0.3","78,618","±3,961","15.1%","±0.8","72,082","±3,831","10.8%","±0.6","454,400","±9,107","8.6%","±0.2","280,008","±8,638","10.0%","±0.3","102,632","±3,734","7.7%","±0.3","145,129","±5,308","11.8%","±0.4","257,682","±7,254","13.4%","±0.4","295,119","±7,995","15.0%","±0.4","109,178","±4,816","15.1%","±0.7","380,942","±8,141","16.0%","±0.3","303,013","±8,360","10.8%","±0.3","458,374","±8,987","10.1%","±0.2","305,554","±7,781","13.0%","±0.3","203,384","±5,867","15.9%","±0.5","343,371","±6,958","12.7%","±0.3","54,301","±2,668","11.2%","±0.6","73,856","±3,321","9.3%","±0.4","199,714","±7,568","17.0%","±0.6","127,349","±5,049","20.7%","±0.8","406,337","±8,515","11.4%","±0.2","154,797","±5,269","17.2%","±0.6","591,547","±10,641","7.3%","±0.1","728,147","±12,650","16.8%","±0.3","39,549","±2,652","12.4%","±0.8","474,571","±10,100","9.3%","±0.2","265,831","±6,878","16.0%","±0.4","185,730","±7,291","11.1%","±0.4","544,996","±10,753","9.8%","±0.2","45,960","±3,144","9.9%","±0.7","355,845","±8,861","16.6%","±0.4","37,925","±2,605","10.4%","±0.7","426,073","±10,603","15.1%","±0.4","1,787,070","±20,234","17.9%","±0.2","132,860","±4,696","13.5%","±0.5","54,109","±2,982","16.8%","±0.9","583,990","±12,596","17.3%","±0.4","406,066","±8,709","14.1%","±0.3","117,907","±5,301","13.4%","±0.6","258,722","±7,049","9.9%","±0.3","39,119","±2,623","14.9%","±1.0","287,430","±7,084","17.6%","±0.4"
