"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"                State of residence","3,403,844","±20,200","70.1%","±0.4","308,448","±8,050","41.8%","±1.1","2,679,897","±21,468","39.2%","±0.3","1,837,618","±16,073","61.7%","±0.5","21,454,567","±49,782","54.8%","±0.1","2,329,855","±23,134","42.7%","±0.4","1,985,475","±15,639","55.3%","±0.4","431,303","±10,186","45.6%","±1.1","240,836","±6,602","35.8%","±1.0","7,286,501","±44,833","35.9%","±0.2","5,606,595","±34,603","54.9%","±0.3","759,288","±11,055","53.0%","±0.8","794,787","±13,781","48.0%","±0.8","8,641,354","±30,943","67.2%","±0.2","4,530,700","±21,048","68.4%","±0.3","2,220,360","±14,475","71.1%","±0.5","1,706,031","±15,801","58.6%","±0.5","3,077,946","±19,267","69.6%","±0.4","3,657,607","±17,727","78.3%","±0.4","851,603","±11,206","64.1%","±0.8","2,837,811","±18,836","47.2%","±0.3","4,187,673","±20,361","61.6%","±0.3","7,598,598","±19,606","76.6%","±0.2","3,716,260","±15,893","67.7%","±0.3","2,140,299","±15,113","71.5%","±0.5","4,023,753","±21,632","66.1%","±0.4","560,555","±9,359","54.3%","±0.9","1,231,432","±10,790","64.9%","±0.6","744,421","±14,466","25.8%","±0.5","560,452","±9,526","42.1%","±0.7","4,707,500","±27,229","52.6%","±0.3","1,111,159","±13,332","53.3%","±0.6","12,487,390","±37,708","63.1%","±0.2","5,738,538","±26,374","57.1%","±0.3","482,062","±8,298","63.7%","±1.1","8,731,351","±25,806","75.2%","±0.2","2,371,687","±14,094","60.6%","±0.4","1,849,028","±17,067","45.9%","±0.4","9,336,988","±23,368","72.9%","±0.2","598,095","±8,168","56.6%","±0.8","2,825,070","±23,692","57.7%","±0.5","557,165","±7,242","64.9%","±0.8","3,967,826","±22,851","60.1%","±0.3","16,385,439","±59,340","59.7%","±0.2","1,865,628","±15,540","62.3%","±0.5","312,337","±6,121","49.9%","±1.0","4,153,054","±27,727","49.5%","±0.3","3,395,079","±26,450","47.3%","±0.4","1,284,522","±11,289","69.7%","±0.6","4,121,774","±18,439","71.4%","±0.3","238,260","±7,979","40.7%","±1.4","","","",""
"                Different state","1,248,961","±20,458","25.7%","±0.4","355,153","±7,455","48.1%","±1.0","3,135,027","±19,005","45.9%","±0.3","975,303","±15,837","32.7%","±0.5","6,481,442","±37,381","16.6%","±0.1","2,503,715","±22,854","45.9%","±0.4","956,742","±14,820","26.6%","±0.4","414,365","±9,419","43.8%","±1.0","323,439","±7,636","48.1%","±1.1","8,170,020","±49,455","40.3%","±0.2","3,447,838","±34,825","33.8%","±0.3","370,856","±7,255","25.9%","±0.5","751,667","±13,714","45.4%","±0.8","2,247,458","±24,560","17.5%","±0.2","1,723,704","±21,919","26.0%","±0.3","737,826","±14,748","23.6%","±0.5","974,174","±16,831","33.5%","±0.6","1,161,275","±18,311","26.2%","±0.4","797,589","±16,562","17.1%","±0.4","419,624","±9,903","31.6%","±0.7","2,169,041","±19,527","36.1%","±0.3","1,320,009","±17,815","19.4%","±0.3","1,598,988","±17,074","16.1%","±0.2","1,275,855","±13,875","23.2%","±0.3","758,870","±14,377","25.4%","±0.5","1,768,131","±22,963","29.1%","±0.4","442,710","±8,987","42.9%","±0.9","520,261","±10,919","27.4%","±0.6","1,534,480","±17,040","53.1%","±0.6","675,588","±10,188","50.8%","±0.8","2,064,984","±23,279","23.1%","±0.3","752,911","±14,038","36.1%","±0.7","2,270,116","±23,953","11.5%","±0.1","3,395,310","±26,547","33.8%","±0.3","239,910","±8,520","31.7%","±1.1","2,277,567","±22,482","19.6%","±0.2","1,263,605","±12,826","32.3%","±0.3","1,735,597","±16,860","43.1%","±0.4","2,420,162","±22,493","18.9%","±0.2","290,523","±8,306","27.5%","±0.8","1,786,075","±23,137","36.5%","±0.5","268,383","±6,249","31.3%","±0.7","2,242,336","±23,375","34.0%","±0.4","6,021,630","±42,058","21.9%","±0.2","857,907","±15,134","28.6%","±0.5","278,508","±6,125","44.5%","±1.0","3,057,445","±23,826","36.5%","±0.3","2,663,258","±21,508","37.1%","±0.3","519,863","±10,838","28.2%","±0.6","1,326,143","±17,064","23.0%","±0.3","321,779","±8,539","54.9%","±1.5","","","",""
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","36,202","±3,382","0.7%","±0.1","16,287","±2,410","2.2%","±0.3","98,741","±7,242","1.4%","±0.1","22,442","±3,352","0.8%","±0.1","520,473","±13,638","1.3%","±0.1","85,938","±5,937","1.6%","±0.1","129,021","±6,379","3.6%","±0.2","12,757","±2,236","1.3%","±0.2","12,836","±2,497","1.9%","±0.4","728,511","±19,175","3.6%","±0.1","136,710","±10,563","1.3%","±0.1","48,045","±4,761","3.4%","±0.3","14,112","±2,584","0.9%","±0.2","145,027","±6,795","1.1%","±0.1","43,968","±3,902","0.7%","±0.1","16,992","±1,950","0.5%","±0.1","25,716","±2,769","0.9%","±0.1","28,535","±2,902","0.6%","±0.1","29,159","±3,448","0.6%","±0.1","13,407","±1,916","1.0%","±0.1","87,967","±4,687","1.5%","±0.1","190,787","±8,502","2.8%","±0.1","72,900","±4,258","0.7%","±0.1","40,294","±3,125","0.7%","±0.1","20,906","±3,991","0.7%","±0.1","49,027","±3,487","0.8%","±0.1","8,328","±1,456","0.8%","±0.1","16,107","±2,112","0.8%","±0.1","53,774","±5,112","1.9%","±0.2","14,609","±2,243","1.1%","±0.2","208,204","±9,987","2.3%","±0.1","24,084","±2,872","1.2%","±0.1","508,198","±11,602","2.6%","±0.1","114,270","±7,196","1.1%","±0.1","6,307","±1,369","0.8%","±0.2","100,594","±4,732","0.9%","±0.1","40,696","±3,633","1.0%","±0.1","47,059","±4,400","1.2%","±0.1","208,194","±8,278","1.6%","±0.1","25,356","±3,328","2.4%","±0.3","52,252","±4,487","1.1%","±0.1","5,076","±1,121","0.6%","±0.1","58,567","±4,719","0.9%","±0.1","390,750","±12,403","1.4%","±0.1","27,917","±3,213","0.9%","±0.1","6,950","±1,177","1.1%","±0.2","153,868","±7,142","1.8%","±0.1","131,856","±7,239","1.8%","±0.1","10,221","±1,809","0.6%","±0.1","44,439","±3,403","0.8%","±0.1","4,069","±1,019","0.7%","±0.2","","","",""
"        Foreign born","169,972","±7,267","3.5%","±0.1","58,544","±4,089","7.9%","±0.6","914,400","±15,780","13.4%","±0.2","142,841","±5,470","4.8%","±0.2","10,688,336","±47,464","27.3%","±0.1","537,066","±13,583","9.8%","±0.2","519,648","±14,163","14.5%","±0.4","87,509","±5,462","9.3%","±0.6","95,117","±5,695","14.1%","±0.8","4,086,240","±42,279","20.2%","±0.2","1,023,717","±16,327","10.0%","±0.2","253,414","±8,901","17.7%","±0.6","94,364","±5,556","5.7%","±0.3","1,826,156","±22,081","14.2%","±0.2","321,308","±8,167","4.9%","±0.1","148,721","±5,960","4.8%","±0.2","205,720","±7,842","7.1%","±0.3","157,336","±8,192","3.6%","±0.2","186,369","±8,016","4.0%","±0.2","44,694","±3,899","3.4%","±0.3","911,582","±14,920","15.2%","±0.2","1,095,953","±18,149","16.1%","±0.3","652,090","±14,179","6.6%","±0.1","457,185","±10,800","8.3%","±0.2","72,258","±5,209","2.4%","±0.2","242,761","±8,048","4.0%","±0.1","21,356","±1,943","2.1%","±0.2","128,390","±5,263","6.8%","±0.3","558,170","±12,420","19.3%","±0.4","79,959","±4,819","6.0%","±0.4","1,977,325","±21,383","22.1%","±0.2","196,955","±8,679","9.4%","±0.4","4,530,087","±37,087","22.9%","±0.2","794,684","±13,171","7.9%","±0.1","28,649","±2,606","3.8%","±0.3","503,911","±14,696","4.3%","±0.1","235,350","±7,159","6.0%","±0.2","397,293","±11,831","9.9%","±0.3","837,159","±17,094","6.5%","±0.1","142,324","±6,027","13.5%","±0.6","232,749","±7,074","4.8%","±0.1","27,845","±2,921","3.2%","±0.3","331,570","±11,356","5.0%","±0.2","4,671,295","±41,267","17.0%","±0.2","244,467","±7,430","8.2%","±0.2","28,247","±3,170","4.5%","±0.5","1,018,626","±14,693","12.2%","±0.2","980,158","±17,106","13.7%","±0.2","29,522","±3,378","1.6%","±0.2","278,981","±9,463","4.8%","±0.2","21,999","±3,551","3.8%","±0.6","","","",""
"U.S. CITIZENSHIP STATUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Foreign-born population","169,972","±7,267","169,972","(X)","58,544","±4,089","58,544","(X)","914,400","±15,780","914,400","(X)","142,841","±5,470","142,841","(X)","10,688,336","±47,464","10,688,336","(X)","537,066","±13,583","537,066","(X)","519,648","±14,163","519,648","(X)","87,509","±5,462","87,509","(X)","95,117","±5,695","95,117","(X)","4,086,240","±42,279","4,086,240","(X)","1,023,717","±16,327","1,023,717","(X)","253,414","±8,901","253,414","(X)","94,364","±5,556","94,364","(X)","1,826,156","±22,081","1,826,156","(X)","321,308","±8,167","321,308","(X)","148,721","±5,960","148,721","(X)","205,720","±7,842","205,720","(X)","157,336","±8,192","157,336","(X)","186,369","±8,016","186,369","(X)","44,694","±3,899","44,694","(X)","911,582","±14,920","911,582","(X)","1,095,953","±18,149","1,095,953","(X)","652,090","±14,179","652,090","(X)","457,185","±10,800","457,185","(X)","72,258","±5,209","72,258","(X)","242,761","±8,048","242,761","(X)","21,356","±1,943","21,356","(X)","128,390","±5,263","128,390","(X)","558,170","±12,420","558,170","(X)","79,959","±4,819","79,959","(X)","1,977,325","±21,383","1,977,325","(X)","196,955","±8,679","196,955","(X)","4,530,087","±37,087","4,530,087","(X)","794,684","±13,171","794,684","(X)","28,649","±2,606","28,649","(X)","503,911","±14,696","503,911","(X)","235,350","±7,159","235,350","(X)","397,293","±11,831","397,293","(X)","837,159","±17,094","837,159","(X)","142,324","±6,027","142,324","(X)","232,749","±7,074","232,749","(X)","27,845","±2,921","27,845","(X)","331,570","±11,356","331,570","(X)","4,671,295","±41,267","4,671,295","(X)","244,467","±7,430","244,467","(X)","28,247","±3,170","28,247","(X)","1,018,626","±14,693","1,018,626","(X)","980,158","±17,106","980,158","(X)","29,522","±3,378","29,522","(X)","278,981","±9,463","278,981","(X)","21,999","±3,551","21,999","(X)","","","",""
"        Naturalized U.S. citizen","61,631","±4,044","36.3%","±2.3","32,367","±3,081","55.3%","±3.5","380,187","±9,813","41.6%","±1.1","47,232","±4,158","33.1%","±2.8","5,314,136","±35,573","49.7%","±0.3","207,694","±8,058","38.7%","±1.3","253,505","±8,159","48.8%","±1.5","39,523","±3,231","45.2%","±3.0","41,645","±3,967","43.8%","±3.8","2,195,000","±25,650","53.7%","±0.7","428,570","±11,689","41.9%","±1.1","146,485","±6,177","57.8%","±1.8","35,909","±3,029","38.1%","±3.3","880,242","±15,240","48.2%","±0.7","123,109","±6,373","38.3%","±1.8","55,685","±4,000","37.4%","±2.4","77,110","±4,679","37.5%","±2.1","58,196","±4,716","37.0%","±2.2","76,294","±5,002","40.9%","±2.2","25,556","±2,905","57.2%","±5.5","447,550","±10,593","49.1%","±1.0","572,765","±14,005","52.3%","±1.1","342,465","±10,623","52.5%","±1.3","224,718","±8,298","49.2%","±1.7","24,140","±2,973","33.4%","±3.6","107,781","±7,194","44.4%","±2.3","11,373","±1,355","53.3%","±4.6","48,394","±4,059","37.7%","±3.0","261,316","±10,118","46.8%","±1.5","45,461","±3,653","56.9%","±3.4","1,091,687","±15,872","55.2%","±0.7","71,581","±4,925","36.3%","±2.2","2,502,783","±28,904","55.2%","±0.5","297,427","±9,679","37.4%","±1.0","12,582","±2,023","43.9%","±5.6","255,342","±8,914","50.7%","±1.4","78,382","±3,865","33.3%","±1.5","167,977","±6,693","42.3%","±1.6","440,198","±11,500","52.6%","±1.1","77,381","±4,876","54.4%","±2.9","92,001","±5,453","39.5%","±1.9","10,426","±1,752","37.4%","±5.4","120,762","±5,718","36.4%","±1.4","1,673,484","±23,375","35.8%","±0.5","95,513","±5,062","39.1%","±1.9","15,464","±2,310","54.7%","±6.6","519,086","±11,071","51.0%","±1.0","458,313","±13,578","46.8%","±1.2","15,430","±1,849","52.3%","±6.1","126,745","±6,094","45.4%","±1.7","8,500","±1,611","38.6%","±7.1","","","",""
"        Not a U.S. citizen","108,341","±6,740","63.7%","±2.3","26,177","±2,740","44.7%","±3.5","534,213","±16,075","58.4%","±1.1","95,609","±5,686","66.9%","±2.8","5,374,200","±44,979","50.3%","±0.3","329,372","±11,932","61.3%","±1.3","266,143","±12,415","51.2%","±1.5","47,986","±4,375","54.8%","±3.0","53,472","±5,240","56.2%","±3.8","1,891,240","±40,064","46.3%","±0.7","595,147","±16,600","58.1%","±1.1","106,929","±6,451","42.2%","±1.8","58,455","±5,390","61.9%","±3.3","945,914","±18,523","51.8%","±0.7","198,199","±7,812","61.7%","±1.8","93,036","±5,449","62.6%","±2.4","128,610","±7,202","62.5%","±2.1","99,140","±6,153","63.0%","±2.2","110,075","±6,523","59.1%","±2.2","19,138","±3,234","42.8%","±5.5","464,032","±13,228","50.9%","±1.0","523,188","±16,317","47.7%","±1.1","309,625","±11,365","47.5%","±1.3","232,467","±10,587","50.8%","±1.7","48,118","±4,538","66.6%","±3.6","134,980","±6,656","55.6%","±2.3","9,983","±1,414","46.7%","±4.6","79,996","±5,365","62.3%","±3.0","296,854","±11,032","53.2%","±1.5","34,498","±3,606","43.1%","±3.4","885,638","±18,092","44.8%","±0.7","125,374","±7,408","63.7%","±2.2","2,027,304","±30,491","44.8%","±0.5","497,257","±11,236","62.6%","±1.0","16,067","±2,074","56.1%","±5.6","248,569","±11,318","49.3%","±1.4","156,968","±6,267","66.7%","±1.5","229,316","±10,636","57.7%","±1.6","396,961","±12,956","47.4%","±1.1","64,943","±5,311","45.6%","±2.9","140,748","±6,069","60.5%","±1.9","17,419","±2,497","62.6%","±5.4","210,808","±9,322","63.6%","±1.4","2,997,811","±39,303","64.2%","±0.5","148,954","±6,988","60.9%","±1.9","12,783","±2,541","45.3%","±6.6","499,540","±13,264","49.0%","±1.0","521,845","±15,764","53.2%","±1.2","14,092","±2,877","47.7%","±6.1","152,236","±7,328","54.6%","±1.7","13,499","±3,172","61.4%","±7.1","","","",""
"YEAR OF ENTRY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Population born outside the United States","206,174","±7,008","206,174","(X)","74,831","±4,479","74,831","(X)","1,013,141","±16,854","1,013,141","(X)","165,283","±6,584","165,283","(X)","11,208,809","±48,438","11,208,809","(X)","623,004","±14,539","623,004","(X)","648,669","±13,886","648,669","(X)","100,266","±5,760","100,266","(X)","107,953","±5,716","107,953","(X)","4,814,751","±40,764","4,814,751","(X)","1,160,427","±19,408","1,160,427","(X)","301,459","±9,738","301,459","(X)","108,476","±5,915","108,476","(X)","1,971,183","±22,068","1,971,183","(X)","365,276","±8,794","365,276","(X)","165,713","±5,927","165,713","(X)","231,436","±8,145","231,436","(X)","185,871","±8,589","185,871","(X)","215,528","±8,507","215,528","(X)","58,101","±4,263","58,101","(X)","999,549","±15,113","999,549","(X)","1,286,740","±17,119","1,286,740","(X)","724,990","±14,080","724,990","(X)","497,479","±11,289","497,479","(X)","93,164","±6,394","93,164","(X)","291,788","±8,609","291,788","(X)","29,684","±2,482","29,684","(X)","144,497","±5,603","144,497","(X)","611,944","±13,065","611,944","(X)","94,568","±5,183","94,568","(X)","2,185,529","±20,808","2,185,529","(X)","221,039","±8,439","221,039","(X)","5,038,285","±36,751","5,038,285","(X)","908,954","±13,008","908,954","(X)","34,956","±2,721","34,956","(X)","604,505","±14,871","604,505","(X)","276,046","±8,304","276,046","(X)","444,352","±12,706","444,352","(X)","1,045,353","±16,281","1,045,353","(X)","167,680","±6,286","167,680","(X)","285,001","±8,683","285,001","(X)","32,921","±3,201","32,921","(X)","390,137","±10,972","390,137","(X)","5,062,045","±44,051","5,062,045","(X)","272,384","±8,208","272,384","(X)","35,197","±3,063","35,197","(X)","1,172,494","±14,404","1,172,494","(X)","1,112,014","±18,012","1,112,014","(X)","39,743","±3,698","39,743","(X)","323,420","±9,039","323,420","(X)","26,068","±3,736","26,068","(X)","","","",""
"    Native","36,202","±3,382","36,202","(X)","16,287","±2,410","16,287","(X)","98,741","±7,242","98,741","(X)","22,442","±3,352","22,442","(X)","520,473","±13,638","520,473","(X)","85,938","±5,937","85,938","(X)","129,021","±6,379","129,021","(X)","12,757","±2,236","12,757","(X)","12,836","±2,497","12,836","(X)","728,511","±19,175","728,511","(X)","136,710","±10,563","136,710","(X)","48,045","±4,761","48,045","(X)","14,112","±2,584","14,112","(X)","145,027","±6,795","145,027","(X)","43,968","±3,902","43,968","(X)","16,992","±1,950","16,992","(X)","25,716","±2,769","25,716","(X)","28,535","±2,902","28,535","(X)","29,159","±3,448","29,159","(X)","13,407","±1,916","13,407","(X)","87,967","±4,687","87,967","(X)","190,787","±8,502","190,787","(X)","72,900","±4,258","72,900","(X)","40,294","±3,125","40,294","(X)","20,906","±3,991","20,906","(X)","49,027","±3,487","49,027","(X)","8,328","±1,456","8,328","(X)","16,107","±2,112","16,107","(X)","53,774","±5,112","53,774","(X)","14,609","±2,243","14,609","(X)","208,204","±9,987","208,204","(X)","24,084","±2,872","24,084","(X)","508,198","±11,602","508,198","(X)","114,270","±7,196","114,270","(X)","6,307","±1,369","6,307","(X)","100,594","±4,732","100,594","(X)","40,696","±3,633","40,696","(X)","47,059","±4,400","47,059","(X)","208,194","±8,278","208,194","(X)","25,356","±3,328","25,356","(X)","52,252","±4,487","52,252","(X)","5,076","±1,121","5,076","(X)","58,567","±4,719","58,567","(X)","390,750","±12,403","390,750","(X)","27,917","±3,213","27,917","(X)","6,950","±1,177","6,950","(X)","153,868","±7,142","153,868","(X)","131,856","±7,239","131,856","(X)","10,221","±1,809","10,221","(X)","44,439","±3,403","44,439","(X)","4,069","±1,019","4,069","(X)","","","",""
"        Entered 2010 or later","5,118","±1,841","14.1%","±4.4","2,910","±1,131","17.9%","±6.0","10,942","±2,273","11.1%","±2.1","3,320","±1,202","14.8%","±4.3","78,926","±6,355","15.2%","±1.1","13,152","±2,487","15.3%","±2.6","17,993","±3,720","13.9%","±2.7","2,084","±1,426","16.3%","±9.6","2,232","±932","17.4%","±6.8","138,544","±11,382","19.0%","±1.3","20,221","±4,620","14.8%","±2.9","9,109","±2,217","19.0%","±3.7","1,436","±596","10.2%","±4.1","19,596","±3,245","13.5%","±2.0","5,264","±1,612","12.0%","±3.4","2,356","±766","13.9%","±4.0","3,365","±1,037","13.1%","±3.5","3,786","±1,305","13.3%","±4.1","4,320","±1,312","14.8%","±4.2","1,416","±951","10.6%","±6.3","13,581","±2,583","15.4%","±2.6","35,587","±5,134","18.7%","±2.2","8,181","±1,615","11.2%","±2.1","5,974","±1,951","14.8%","±4.3","3,860","±1,919","18.5%","±7.3","6,784","±1,487","13.8%","±2.9","1,437","±668","17.3%","±7.1","2,553","±942","15.9%","±5.3","7,151","±2,336","13.3%","±3.8","1,394","±773","9.5%","±4.8","24,259","±3,626","11.7%","±1.5","2,717","±1,105","11.3%","±4.2","63,861","±5,814","12.6%","±1.1","14,916","±2,616","13.1%","±2.1","1,300","±748","20.6%","±10.6","18,086","±3,161","18.0%","±3.0","5,543","±1,992","13.6%","±4.2","6,822","±1,578","14.5%","±2.9","32,375","±4,259","15.6%","±1.8","5,055","±1,847","19.9%","±5.9","6,295","±1,746","12.0%","±3.1","384","±230","7.6%","±4.6","7,769","±1,797","13.3%","±2.7","69,358","±5,778","17.7%","±1.3","3,004","±880","10.8%","±2.8","1,005","±474","14.5%","±6.6","22,724","±3,085","14.8%","±1.8","19,372","±2,944","14.7%","±2.0","733","±536","7.2%","±5.2","5,013","±1,354","11.3%","±3.0","584","±386","14.4%","±9.4","","","",""
